direccion,distrito,metraje,dormitorios,precio
Calle Barcelona,"San Isidro, Lima",110 m² tot.,2 dorm.,"S/ 3,998 · USD 1,080"
Av. Cerros de Camacho,"Cerros De Camacho, Santiago de Surco",300 m² tot.,3 dorm.,"S/ 7,700 · USD 2,000"
TOVAR 346,"Miraflores, Lima",72 m² tot.,2 dorm.,"S/ 3,145 · USD 850"
Calle Cavallini,"Jacaranda Et.2, San Borja",140 m² tot.,3 dorm.,"S/ 3,000 · USD 800"
Calle Porta,"Miraflores, Lima",100 m² tot.,2 dorm.,"S/ 4,400 · USD 1,200"
Pietro Torrigiano 443,"Corpac, San Borja",114 m² tot.,3 dorm.,"S/ 3,375 · USD 165,000"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Calle Colon,"Miraflores, Lima",165 m² tot.,4 dorm.,"S/ 3,368 · USD 900"
Av. Alberto del Campo,"Magdalena, Lima",108 m² tot.,3 dorm.,"S/ 3,342 · USD 900"
Malecón de la Reserva 457,"Miraflores, Lima",180 m² tot.,3 dorm.,"S/ 9,375 · USD 2,500"
NULL,NULL,NULL,NULL,NULL
Sergio Bernales 528,"Surquillo, Lima",75 m² tot.,2 dorm.,"S/ 2,300 · USD 600"
Ramon Zavala,"Miraflores, Lima",120 m² tot.,2 dorm.,"S/ 4,255 · USD 1,150"
Alameda el corregidor mz f lt 5 la encantada de villa,"La Encantada De Villa, Chorrillos",1200 m² tot.,4 dorm.,"S/ 13,800 · USD 3,700"
NULL,NULL,NULL,NULL,NULL
Calle Gamma san borja,"San Borja, Lima",103 m² tot.,3 dorm.,"S/ 3,000 · USD 800"
Puente al Sol 100,"Las Casuarinas Alta, Santiago de Surco",1700 m² tot.,5 dorm.,"S/ 18,670 · USD 5,000"
San Isidro,"San Isidro, Lima",19 m² tot.,5 dorm.,"S/ 8,600 · USD 2,299"
"A MINUTOS DEL RAIMONDI, USIL,ISIL, U SAN MARTIN","Far West Villas, La Molina",80 m² tot.,2 dorm.,"S/ 2,550"
Avenida El Polo al 700,"Santiago de Surco, Lima",90 m² tot.,2 dorm.,"S/ 2,800 · USD 750"
Av. Ayacucho 240,"13 De Octubre, Santiago de Surco",230 m² tot.,3 dorm.,"S/ 3,700"
las flores 410,"San Isidro, Lima",120 m² tot.,1 dorm.,"S/ 3,515 · USD 950"
LAS ACACIAS,"Miraflores, Lima",130 m² tot.,2 dorm.,"S/ 4,750 · USD 1,250"
Loma de los Suspiros,"Prolong. Benavides, Santiago de Surco",120 m² tot.,3 dorm.,"S/ 2,700"
avenida los alisos,"Carlos Cueto Fernandini, Los Olivos",100 m² tot.,3 dorm.,"S/ 1,300 · USD 344"
AV. LA MOLINA 1374,"Ampliacion Monterrico Sur, La Molina",1133 m² tot.,17 dorm.,"S/ 1,859,628 · USD 4,990"
VELASCO ASTETE,"Chacarilla Del Estanque, San Borja",130 m² tot.,3 dorm.,"S/ 4,500 · USD 1,190"
CALLE BERLIN 880,"Santa Cruz, Miraflores",190 m² tot.,3 dorm.,"S/ 4,100 · USD 1,100"
"AV JULIO BAYLETI,SAN BORJA","San Borja, Lima",120 m² tot.,2 dorm.,"S/ 2,250"
"AV JULIO BAILETTI,SAN BORJA,","San Borja, Lima",120 m² tot.,1 dorm.,"S/ 2,250"
Alameda del corregidor 2600,"La Molina, Lima",100 m² tot.,2 dorm.,"S/ 1,900"
MALECON ARMENDARIZ 183,"Armendariz, Miraflores",194 m² tot.,3 dorm.,"S/ 6,900"
Prolongación Paseo de la Castellana 1090 Surco,"Santiago de Surco, Lima",80 m² tot.,3 dorm.,"S/ 2,000"
gastañeta,"Aurora, Miraflores",135 m² tot.,3 dorm.,"S/ 4,500 · USD 1,200"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
avenida monte de los olivos surco,"Santiago de Surco, Lima",60 m² tot.,1 dorm.,"S/ 1,800 · USD 470"
SAN Borja Norte 459,"San Borja Norte, San Borja",90 m² tot.,3 dorm.,"S/ 3,188 · USD 850"
av separadora industrial,"Covima, La Molina",97 m² tot.,2 dorm.,"S/ 2,000 · USD 526"
NULL,NULL,NULL,NULL,NULL
MARIANO CARNAZA SANTA BEATRIZ.,"Lima Cercado, Lima",55 m² tot.,2 dorm.,"S/ 2,000"
AV TOMAS MARSANO,"Aurora Este, Surquillo",50 m² tot.,2 dorm.,"S/ 1,900"
Av. Andres Avelino Caceres 111,"Surquillo, Lima",88 m² tot.,3 dorm.,"S/ 2,900 · USD 780"
NULL,NULL,NULL,NULL,NULL
"PLAZA BOLOGNESI , 500M2, US$ 7,000, PATRIMONIO CULTURAL","Breña, Lima",500 m² tot.,15 dorm.,"S/ 25,900 · USD 7,000"
Av del Pacífico 175,"Parques De La Huaca Etapa 2, San Miguel",76 m² tot.,3 dorm.,"S/ 2,200"
Parque Armendariz,"Malecon Armendariz, Miraflores",230 m² tot.,3 dorm.,"S/ 15,200 · USD 900,000"
CALLE ORDEN Y LIBERTAD 133,"Corpac, San Isidro",240 m² tot.,3 dorm.,"S/ 6,170 · USD 1,650"
MALECON ARMENDARIZ 133,"Armendariz, Miraflores",300 m² tot.,3 dorm.,"S/ 9,300 · USD 2,500"
Calle Fray Francisco Bejarano al 200,"Santiago de Surco, Lima",61 m² tot.,1 dorm.,"S/ 2,100 · USD 560"
Calle CONDE DE LA MONCLOVA 363 - 504,"Golf, San Isidro",252 m² tot.,3 dorm.,"S/ 7,390 · USD 1,950"
Av Roca y Boloña 645,"Aurora, Miraflores",100 m² tot.,3 dorm.,"S/ 3,500"
Malecón Cisneros N 156,"Miraflores, Lima",180 m² tot.,3 dorm.,"S/ 6,780 · USD 1,850"
Avenida Miguel Grau 1130 barranco,"Barranco, Lima",45 m² tot.,1 dorm.,"S/ 2,450 · USD 650"
Talara,"Salaverry Et.2, Jesús María",105 m² tot.,3 dorm.,"S/ 2,600 · USD 690"
av. grau,"Miraflores, Lima",200 m² tot.,3 dorm.,"S/ 7,500 · USD 1,950"
Av Jacinto Lara cdra 1,"San Isidro, Lima",213 m² tot.,2 dorm.,"S/ 7,590 · USD 2,000"
Av. Cuba,"Jesús María, Lima",70 m² tot.,3 dorm.,"S/ 2,499"
"Los Recuerdos 234, Chacarilla Del Estanque, San Borja","Chacarilla Del Estanque, San Borja",68 m² tot.,1 dorm.,"S/ 2,820 · USD 750"
"Condominio Los Nogales, Av. Los Nogales","El Agustino, Lima",64 m² tot.,3 dorm.,"S/ 1,700"
Av. P.º de la República 7892,"Santiago de Surco, Lima",65 m² tot.,2 dorm.,"S/ 1,500 · USD 400"
avenida Paseo de Los Andes 500,"Pueblo Libre, Lima",185 m² tot.,3 dorm.,"S/ 3,300"
JIRON TEJADITA,"Barranco, Lima",45 m² tot.,1 dorm.,"S/ 1,750 · USD 500"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Malecon Balta,"Miraflores, Lima",200 m² tot.,3 dorm.,"S/ 9,200 · USD 2,500"
rinconada del lago,"Rinconada Del Lago, La Molina",70 m² tot.,2 dorm.,"S/ 1,600"
APOLO 241,"Ate Vitarte, Lima",65 m² tot.,2 dorm.,"S/ 1,500"
NULL,NULL,NULL,NULL,NULL
Dirección no informada,"Neptuno, Santiago de Surco",250 m² tot.,3 dorm.,"S/ 4,914 · USD 1,300"
Av. Costanera,"La Perla, Callao",72 m² tot.,3 dorm.,"S/ 1,450 · USD 380"
"Condominio ""Los Sauces"" - Torre C","La Campiña, Chorrillos",109 m² tot.,3 dorm.,"S/ 1,950"
NULL,NULL,NULL,NULL,NULL
CALLE PASEO PARODI 305,"Orrantia, San Isidro",110 m² tot.,2 dorm.,"S/ 3,350 · USD 900"
Calle Parque Sur 490 Dpto 7,"San Isidro, Lima",279 m² tot.,4 dorm.,"S/ 8,625 · USD 2,300"
Aurelio Miro Quesada 350,"Golf, San Isidro",178 m² tot.,3 dorm.,"S/ 7,875 · USD 2,100"
Calle PEDRO MARTINTO,"Barranco, Lima",45 m² tot.,1 dorm.,"S/ 2,400 · USD 650"
"Av. 28 DE Julio N°8xx, Dpto. 604","Leuro, Miraflores",110 m² tot.,2 dorm.,"S/ 3,180 · USD 850"
JR. PACHACUTEC 1146 Dpto 310,"Jesús María, Lima",45 m² tot.,1 dorm.,"S/ 1,200"
AVENIDA EMILIO FERNANDEZ CUADRA 6 SANTA BEATRIZ,"Lince, Lima",65 m² tot.,2 dorm.,"S/ 1,600"
AVENIDA CESAR VALLEJO 257,"Lince, Lima",86 m² tot.,3 dorm.,"S/ 3,100"
LOS PORTALES DE CAYMA AREQUIPA,"Cayma, Arequipa",150 m² tot.,3 dorm.,"S/ 4,500 · USD 1,217"
28 DE JULIO 407,"Barranco, Lima",169 m² tot.,3 dorm.,"S/ 4,850 · USD 1,300"
Jirón Daniel Carrión 1016 MAGDALENA DEL MAR,"Pershing, Magdalena",85 m² tot.,3 dorm.,"S/ 3,300"
Av. Javier Prado Oeste Cuadra 14,"Country Club, San Isidro",460 m² tot.,4 dorm.,"S/ 13,875 · USD 889,000"
Aurelio Miro Quesada 576,"San Isidro, Lima",160 m² tot.,3 dorm.,"S/ 5,250 · USD 1,400"
Jiron Jose Antonio Encinas cuadra 1 - Piso 3,"Covima, La Molina",92 m² tot.,3 dorm.,"S/ 1,900"
Jr. Cosmos,"Las Gardenias, Santiago de Surco",98 m² tot.,3 dorm.,"S/ 2,850 · USD 179,000"
Av. José Pardo,"Miraflores, Lima",100 m² tot.,2 dorm.,"S/ 3,050 · USD 820"
pasaje mirabel 125,"Agua Dulce, Chorrillos",310 m² tot.,3 dorm.,"S/ 11,100 · USD 660,000"
Roca y Boloña 1181,"Miraflores, Lima",70 m² tot.,1 dorm.,"S/ 2,270 · USD 600"
TINGO MARÍA 10 BREÑA,"Breña, Lima",65 m² tot.,2 dorm.,"S/ 1,700"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Av. Costanera 2200,"San Miguel, Lima",58 m² tot.,2 dorm.,"S/ 1,700"
Ibiza,"El Sol De La Molina Et.1, La Molina",320 m² tot.,4 dorm.,"S/ 7,400 · USD 2,000"
Fernandez Concha,"Rosedal, Miraflores",70 m² tot.,1 dorm.,"S/ 2,850 · USD 750"
NULL,NULL,NULL,NULL,NULL
"av, Alejandro Iglesias 105 chorrillos","Chorrillos, Chorrillos",55 m² tot.,1 dorm.,"S/ 2,200 · USD 600"
Av. cristobal de peralta,"Valle Hermoso Residencial, Santiago de Surco",132 m² tot.,3 dorm.,"S/ 4,315 · USD 1,150"
Av. Paseo de la Republica,"Surquillo, Lima",38 m² tot.,1 dorm.,"S/ 2,200 · USD 600"
NULL,NULL,NULL,NULL,NULL
AV.LOS CONSTRUCTORES 4XX,"Las Acacias, La Molina",40 m² tot.,1 dorm.,"S/ 1,450"
Calle Perez Roca 164,"Confraternidad, Barranco",61 m² tot.,1 dorm.,"S/ 2,700 · USD 700"
AV. Colonial al 1100,"La Colonial, Lima Cercado",86 m² tot.,3 dorm.,"S/ 1,900 · USD 510"
Av. El Polo 1050,"Monterrico, Santiago de Surco",86 m² tot.,3 dorm.,"S/ 2,960 · USD 800"
Malecon Balta,"Miraflores, Lima",132 m² tot.,3 dorm.,"S/ 5,900 · USD 1,600"
José de la Torre Ugarte,"Santa Cruz, Miraflores",75 m² tot.,1 dorm.,"S/ 2,600 · USD 690"
URB. VALLE ESCONDIDO,"Cayma, Arequipa",110 m² tot.,3 dorm.,"S/ 2,900"
Av. El Sol Este N° 555,"Barranco, Lima",45 m² tot.,2 dorm.,"S/ 2,650 · USD 700"
Av. 10 de Junio,"San Martín de Porres, Lima",63 m² tot.,3 dorm.,"S/ 1,100 · USD 289"
Calle Narciso De Le Colina 350,"Miraflores, Lima",65 m² tot.,1 dorm.,"S/ 3,000 · USD 800"
Av San Luis cuadra,"San Borja, Lima",65 m² tot.,2 dorm.,"S/ 2,400"
EL SOL 176,"Barranco, Lima",43 m² tot.,1 dorm.,"S/ 2,590 · USD 700"
Pasaje Donola Lote 12,"Grocio Prado, Chincha",2500 m² tot.,5 dorm.,"S/ 9,375 · USD 2,500"
SEÑORIAL,"Señorial, Cayma",169 m² tot.,4 dorm.,"S/ 3,000 · USD 791"
Av. Venezuela N°5355,"San Miguel, Lima",64 m² tot.,2 dorm.,"S/ 1,750 · USD 465"
Calle los robles 303 - OCASION ALQUILO AMOBLADO!! - SAN ISIDRO,"Country Club, San Isidro",155 m² tot.,2 dorm.,"S/ 5,150 · USD 1,395"
Paseo de la republica 4095,"Surquillo, Lima",65 m² tot.,2 dorm.,"S/ 2,700 · USD 700"
Av. Ayacucho,"Santiago de Surco, Lima",116 m² tot.,2 dorm.,"S/ 2,650"
MACONDO,"Macondo, Cayma",98 m² tot.,3 dorm.,"S/ 2,600 · USD 702"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Ramón Castilla 373,"Miraflores, Lima",124 m² tot.,2 dorm.,"S/ 3,375 · USD 900"
CALLE TEJADA 215,"Armendariz, Miraflores",103 m² tot.,2 dorm.,"S/ 3,720 · USD 970"
Tomas Edison 135,"San Isidro, Lima",200 m² tot.,3 dorm.,"S/ 9,750 · USD 2,600"
NULL,NULL,NULL,NULL,NULL
malecon cisneros,"Miraflores, Lima",186 m² tot.,3 dorm.,"S/ 6,409 · USD 1,700"
Jirón Trujillo 126 Magdalena del mar,"Orrantia Del Mar, Magdalena",65 m² tot.,1 dorm.,"S/ 2,305 · USD 610"
LAURELES 305,"San Isidro, Lima",70 m² tot.,1 dorm.,"S/ 3,170 · USD 850"
NULL,NULL,NULL,NULL,NULL
AV. CIRCUNVALACION EL GOLF LOS INCAS 148,"Santiago de Surco, Lima",230 m² tot.,3 dorm.,"S/ 8,300 · USD 475,000"
AVENIDA LA MERCED 470,"Residencial El Rosal, Santiago de Surco",134 m² tot.,2 dorm.,"S/ 2,800 · USD 150,000"
Hermanos Catari,"San Miguel, Lima",72 m² tot.,3 dorm.,"S/ 2,000"
Parque El Carmen,"Pueblo Libre, Lima",69 m² tot.,2 dorm.,"S/ 2,000"
Los Robles 302,"Country Club, San Isidro",137 m² tot.,3 dorm.,"S/ 4,810 · USD 1,300"
CDRA 5 MELGAREJO CERCA BCP,"Santa Patricia, La Molina",92 m² tot.,3 dorm.,"S/ 3,238 · USD 850"
Av Circunvalación del Golf los Incas 294,"Club Golf Los Incas, Santiago de Surco",89 m² tot.,3 dorm.,"S/ 3,200 · USD 850"
Precursores,"Chacarilla Del Estanque, Santiago de Surco",363 m² tot.,3 dorm.,"S/ 9,250 · USD 475,000"
calle las hiedras,"Santiago de Surco, Lima",167 m² tot.,3 dorm.,"S/ 4,500"
Jirón Aldebarán 420,"Santiago de Surco, Lima",75 m² tot.,2 dorm.,"S/ 1,840 · USD 480"
morales bermudez,"Pueblo Libre, Lima",200 m² tot.,3 dorm.,"S/ 3,200 · USD 880"
Av. Jose Pardo cuadra 10,"Miraflores, Lima",90 m² tot.,3 dorm.,"S/ 2,995 · USD 790"
Víctor maurtua 158,"Aurora Este, Surquillo",89 m² tot.,3 dorm.,"S/ 2,580 · USD 690"
Av. Arequipa 3110,"San Isidro, Lima",920 m² tot.,NULL,"S/ 30,000 · USD 9,000"
"Calle LA Malva N° 1xx, Dpto. 207 C","Santiago de Surco, Lima",60 m² tot.,2 dorm.,"S/ 3,420 · USD 900"
Av. Arica cuadra 5,"Breña, Lima",50 m² tot.,2 dorm.,"S/ 1,600 · USD 421"
Av. Malecon Balta,"Miraflores, Lima",125 m² tot.,3 dorm.,"S/ 6,055 · USD 1,600"
MALECON,"Miraflores, Lima",145 m² tot.,3 dorm.,"S/ 4,100 · USD 1,100"
MALECON CISNEROS 200,"Malecon Reserva, Miraflores",130 m² tot.,3 dorm.,"S/ 6,840 · USD 1,800"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Av Paseo de la República 5817,"Miraflores, Lima",90 m² tot.,2 dorm.,"S/ 5,000 · USD 250,000"
ACAPULCO,"El Sol De La Molina Et.1, La Molina",419 m² tot.,4 dorm.,"S/ 10,962 · USD 2,900"
JR FRANCISCO BOLOGNESI 700,"San Miguel, Lima",95 m² tot.,3 dorm.,"S/ 2,200"
NULL,NULL,NULL,NULL,NULL
"jiron martinez de pinillos 130, barranco","San Ignacio, Barranco",142 m² tot.,3 dorm.,"S/ 4,658 · USD 240,000"
Calle conde de la vega 113 surco,"Chacarilla Del Estanque, Santiago de Surco",140 m² tot.,3 dorm.,"S/ 4,213 · USD 1,100"
Ucayali 109,"San Miguel, Lima",65 m² tot.,2 dorm.,"S/ 1,900 · USD 506"
NULL,NULL,NULL,NULL,NULL
Los Incas al 600,"El Olivar, San Isidro",1200 m² tot.,5 dorm.,"S/ 29,467 · USD 7,900"
AV. PRINCIPAL 465,"Aurora Este, Surquillo",95 m² tot.,3 dorm.,"S/ 2,850"
Calle Los Pinos 561 San Isidro,"Ampliacion San Isidro, San Isidro",56 m² tot.,1 dorm.,"S/ 3,204 · USD 850"
"Jiron Rivera Navarrete 2535, lince","Lince, Lima",59 m² tot.,2 dorm.,"S/ 2,400 · USD 640"
LA COSTANERA,"Maranga, San Miguel",54 m² tot.,2 dorm.,"S/ 1,800"
CALLE GRAU 350,"Bolognesi, Miraflores",114 m² tot.,3 dorm.,"S/ 3,800 · USD 1,000"
Av san borja sur 205,"San Borja, Lima",120 m² tot.,3 dorm.,"S/ 4,100 · USD 1,100"
Calle Matier,"San Borja, Lima",95 m² tot.,3 dorm.,"S/ 4,440 · USD 1,200"
Av. Casimiro Ulloa,"San Antonio, Miraflores",100 m² tot.,2 dorm.,"S/ 3,300 · USD 870"
Malecon Armendariz al 200,"Armendariz, Miraflores",90 m² tot.,1 dorm.,"S/ 4,797 · USD 1,300"
AV. PASO DE LOS ANDES. 514. PUEBLO LIBRE,"Pueblo Libre, Lima",120 m² tot.,3 dorm.,"S/ 2,800 · USD 740"
General borgoño,"Miraflores, Lima",150 m² tot.,3 dorm.,"S/ 4,440 · USD 1,200"
Dirección no informada,"Miraflores, Lima",130 m² tot.,3 dorm.,"S/ 6,876 · USD 1,800"
Calle las Dalias Miraflores,"Miraflores, Lima",250 m² tot.,3 dorm.,"S/ 7,500 · USD 459,999"
Ca. El Cerezo 395,"Surquillo, Lima",64 m² tot.,3 dorm.,"S/ 2,100 · USD 560"
Av. Coronel Portillo,"San Isidro, Lima",80 m² tot.,1 dorm.,"S/ 3,150 · USD 850"
Capac Yupanqui,"Salaverry Et.2, Jesús María",155 m² tot.,4 dorm.,"S/ 3,500 · USD 935"
Paseo de la República 5181,"Surquillo, Lima",42 m² tot.,1 dorm.,"S/ 2,230 · USD 600"
CRUCE SAN MARTIN Y EL SOL,"Barranco, Lima",50 m² tot.,1 dorm.,"S/ 2,200 · USD 600"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Av. Salaverry - Jesús María - Campo de Marte,"Jesús María, Lima",60 m² tot.,2 dorm.,"S/ 2,800 · USD 750"
Calle Córcega 174,"Ate Vitarte, Lima",62 m² tot.,3 dorm.,"S/ 1,800"
Av. Mariano H. Cornejo 1442,"Mateo Salado, Pueblo Libre",40 m² tot.,1 dorm.,"S/ 1,650"
NULL,NULL,NULL,NULL,NULL
CALLE JUAN FANNING,"Miraflores, Lima",55 m² tot.,1 dorm.,"S/ 2,741 · USD 720"
FAUSTINO SANCHEZ CARRION,"Jesús María, Lima",100 m² tot.,3 dorm.,"S/ 2,900"
GRAL SILVA 120 -130 . MIRAFLORES,"Aurora, Miraflores",210 m² tot.,4 dorm.,"S/ 3,450 · USD 920"
NULL,NULL,NULL,NULL,NULL
Av. Almte. Miguel Grau,"Barranco, Lima",74 m² tot.,1 dorm.,"S/ 3,000 · USD 810"
CALLE JOSE GALVEZ 628,"Bolognesi, Miraflores",89 m² tot.,3 dorm.,"S/ 3,399 · USD 890"
cascajal,"La Molina, Lima",300 m² tot.,3 dorm.,"S/ 3,999 · USD 1,060"
centenario 100,"Barranco, Lima",76 m² tot.,1 dorm.,"S/ 3,350"
AV MALECON BERTOLOTTO 610 DPTO 1207 SAN MIGUEL,"San Miguel, Lima",90 m² tot.,3 dorm.,"S/ 2,700 · USD 720"
"calle diego de aguero, santiago de surco","Santiago de Surco, Lima",270 m² tot.,NULL,"S/ 6,660 · USD 1,800"
Malecon de la Reserva,"Miraflores, Lima",220 m² tot.,3 dorm.,"S/ 9,200 · USD 2,500"
Dean valdivia 209,"Corpac, San Isidro",48 m² tot.,1 dorm.,"S/ 3,100 · USD 820"
San Martin 800,"Miraflores, Lima",70 m² tot.,1 dorm.,"S/ 3,000 · USD 800"
Av. San Martín 600,"Confraternidad, Barranco",70 m² tot.,1 dorm.,"S/ 2,774 · USD 730"
Lizardo Alzamora,"Country Club, San Isidro",720 m² tot.,4 dorm.,"S/ 26,460 · USD 7,000"
Av. Pardo,"Miraflores, Lima",110 m² tot.,2 dorm.,"S/ 3,300 · USD 880"
Los Castaños 384,"Santa Ines, Chaclacayo",1000 m² tot.,3 dorm.,"S/ 2,900 · USD 800"
AV. ALAMEDA DEL CORREGIDOR,"La Capilla, La Molina",75 m² tot.,2 dorm.,"S/ 2,000 · USD 528"
CALLE RAMON RIBEYRO 1,"Miraflores, Lima",130 m² tot.,3 dorm.,"S/ 3,350 · USD 900"
jiron trujillo,"Magdalena, Lima",62 m² tot.,1 dorm.,"S/ 2,250 · USD 610"
JIRON EVANGELISTA TORRICELLI 189,"San Borja, Lima",120 m² tot.,3 dorm.,"S/ 3,100 · USD 830"
manuel aguila durand,"Vista Alegre, Santiago de Surco",119 m² tot.,3 dorm.,"S/ 2,980 · USD 800"
ALFREDO LEON 110,"Miraflores, Lima",140 m² tot.,3 dorm.,"S/ 3,800 · USD 999"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Av. Brasil 1800,"Pueblo Libre, Lima",40 m² tot.,1 dorm.,"S/ 2,065 · USD 550"
Calle Alcanfores,"Miraflores, Lima",49 m² tot.,1 dorm.,"S/ 2,280 · USD 600"
JIRON LAS GAVIOTAS 2121 SURCO,"Precursores, Santiago de Surco",74 m² tot.,3 dorm.,"S/ 2,000"
NULL,NULL,NULL,NULL,NULL
Av. Bertolotto cuadra 1,"San Miguel, Lima",49 m² tot.,1 dorm.,"S/ 1,800 · USD 474"
"Av. Vasco Nuñez de Balboa 241, Miraflores","Miraflores, Lima",140 m² tot.,2 dorm.,"S/ 6,550 · USD 1,700"
Los Halcones,"El Palomar, San Isidro",187 m² tot.,3 dorm.,"S/ 4,690 · USD 1,250"
NULL,NULL,NULL,NULL,NULL
Residencial Villa Jacarandá,"Comas, Lima",62 m² tot.,3 dorm.,S/ 800 · USD 214
AV. ANGAMOS OESTE,"Miraflores, Lima",220 m² tot.,3 dorm.,"S/ 5,580 · USD 1,500"
Los Gorriones 273,"Chorrillos, Lima",50 m² tot.,1 dorm.,"S/ 1,480"
El Rosario,"San Isidro, Lima",213 m² tot.,3 dorm.,"S/ 7,400 · USD 2,000"
Malecon de la Marina 11xx,"San Isidro, Lima",188 m² tot.,3 dorm.,"S/ 8,250 · USD 2,200"
Av. Primavera Completamente Amoblado,"Monterrico, Santiago de Surco",57 m² tot.,2 dorm.,"S/ 3,000 · USD 800"
Av. Paseo de la Republica cuadra 51,"Surquillo, Lima",45 m² tot.,1 dorm.,"S/ 2,190 · USD 600"
Ca Manuel Tovar 255,"Miraflores, Lima",100 m² tot.,3 dorm.,"S/ 2,800 · USD 750"
"Av. Arboleda, La Molina","La Molina, Lima",440 m² tot.,4 dorm.,"S/ 8,836 · USD 2,350"
Calle Los Pinos 211,"San Isidro, Lima",90 m² tot.,1 dorm.,"S/ 2,500"
Pardo,"Miraflores, Lima",80 m² tot.,2 dorm.,"S/ 3,626 · USD 980"
av velasco astete,"Santiago de Surco, Lima",100 m² tot.,3 dorm.,"S/ 2,500 · USD 675"
Anthon Van Dyck,"San Borja, Lima",45 m² tot.,1 dorm.,"S/ 1,800 · USD 460"
Calle Santa Luisa N 195,"San Isidro, Lima",118 m² tot.,2 dorm.,"S/ 4,070 · USD 1,100"
"Calle Luis Pasteur 12, lince","Country Club, Lince",100 m² tot.,2 dorm.,"S/ 4,536 · USD 1,200"
Av. Ricardo Palma,"Miraflores, Lima",83 m² tot.,2 dorm.,"S/ 2,571 · USD 695"
Los Lirios 225,"San Isidro, Lima",60 m² tot.,2 dorm.,"S/ 3,374 · USD 800"
JAVIER PRADO OESTE 1280,"San Isidro, Lima",142 m² tot.,NULL,"S/ 4,440 · USD 1,200"
General Mendiburu 260,"Miraflores, Lima",80 m² tot.,2 dorm.,"S/ 4,100 · USD 1,080"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Calle Las Palmeras al 300,"San Isidro, Lima",186 m² tot.,3 dorm.,"S/ 5,500 · USD 1,400"
Calle Las Letras,"San Borja, Lima",120 m² tot.,2 dorm.,"S/ 2,600"
ENRIQUE PALACIOS,"Miraflores, Lima",140 m² tot.,4 dorm.,"S/ 3,240 · USD 900"
NULL,NULL,NULL,NULL,NULL
av. prolongacion de iquitos 1870 lince,"Lince, Lima",72 m² tot.,2 dorm.,"S/ 2,400"
Calle Valle Riestra San Isidro,"Valle Riestra, San Isidro",200 m² tot.,3 dorm.,"S/ 9,189 · USD 2,450"
Calle Ramon Ribeyro cuadra 8 - QUINTO PISO,"Miraflores, Lima",82 m² tot.,2 dorm.,"S/ 3,000 · USD 790"
NULL,NULL,NULL,NULL,NULL
Av Ayacucho 1426 Urb Liguria Santiago de Surco,"Liguria, Santiago de Surco",140 m² tot.,3 dorm.,"S/ 3,500"
"Av. Benavides 1396, Miraflores","Miraflores, Lima",65 m² tot.,2 dorm.,"S/ 2,100 · USD 550"
Jr. Tacna,"Barranco, Lima",73 m² tot.,1 dorm.,"S/ 3,700 · USD 850"
Aurelio Miro Quesada,"San Isidro, Lima",285 m² tot.,4 dorm.,"S/ 9,900 · USD 2,600"
Aurelio Miroquesada,"Golf, San Isidro",173 m² tot.,2 dorm.,"S/ 4,940 · USD 1,300"
Av. Arequipa cuadra 13,"Lince, Lima",40 m² tot.,1 dorm.,"S/ 1,800 · USD 474"
General Mendiburu Miraflores,"Miraflores, Lima",99 m² tot.,3 dorm.,"S/ 4,100 · USD 1,100"
San Fernando 460,"Miraflores, Lima",110 m² tot.,2 dorm.,"S/ 5,300 · USD 1,400"
Av MIRO QUESADA 282,"San Isidro, Lima",315 m² tot.,4 dorm.,"S/ 10,416 · USD 2,800"
San Martin 835,"Miraflores, Lima",61 m² tot.,2 dorm.,"S/ 2,901 · USD 780"
Av. la Bandera Pueblo Libre,"Pueblo Libre, Lima",166 m² tot.,3 dorm.,"S/ 3,500 · USD 940"
AV FEDERICO VILLAREAL MIRAFLORES,"Miraflores, Lima",120 m² tot.,1 dorm.,"S/ 5,250 · USD 1,400"
EXPLANADA OLAYA 646,"Chorrillos, Lima",80 m² tot.,3 dorm.,"S/ 2,700 · USD 705"
Calle Enrique Palacios 1055 Miraflores,"Miraflores, Lima",100 m² tot.,4 dorm.,"S/ 3,300 · USD 880"
"Malecon Armendariz, Miraflores","Miraflores, Lima",177 m² tot.,2 dorm.,"S/ 9,380 · USD 2,500"
Malecón Bertoloto,"San Miguel, Lima",40 m² tot.,1 dorm.,"S/ 1,600"
SUCRE,"Miraflores, Lima",435 m² tot.,3 dorm.,"S/ 13,090 · USD 800,000"
Calle alfa Virgen 130 Calera de Monterrico Surquillo,"La Calera De Monterrico, Surquillo",41 m² tot.,1 dorm.,"S/ 1,800 · USD 476"
"Calle Piura, Miraflores","Miraflores, Lima",82 m² tot.,2 dorm.,"S/ 2,625 · USD 700"
