tipo_de_inmueble,direccion,area_construida,area_total,pisos,dormitorios,baños,cochera,precio_soles,precio_dolares
DEPARTAMENTO EN VENTA,"Lima, Lima, La Molina",132.46,218.0,3,3,2,1,853300,230000
CASA URBANA EN VENTA,"Lima, Lima, Miraflores",450.0,650.0,2,8,4,2,3153500,850000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Borja",105.0,105.0,2,3,2,0,2782,750
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",44.23,44.23,15,2,2,1,664090,179000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Miguel",34.0,34.0,0,0,0,0,1600,430
CASA EN QUINTA EN VENTA,"Lima, Lima, Chorrillos",169.0,169.0,2,12,3,1,593600,160000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",86.0,86.0,14,2,2,1,686350,185000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",107.4,107.4,4,3,3,0,593600,160000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",89.0,89.0,4,3,3,1,2700,725
DEPARTAMENTO EN ALQUILER,"Arequipa, Arequipa, Arequipa",110.0,110.0,3,3,1,0,1350,362
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",44.23,44.23,16,2,2,1,664090,179000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Ate",118.0,118.0,3,3,1,0,1700,456
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Lince",127.97,92.0,2,4,3,2,3153,850
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Martin de Porres",124.36,241.36,2,4,2,0,322770,87000
CASA EN VENTA,"Lima, Lima, Santiago de Surco",225.0,180.0,2,4,2,3,1836450,495000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Villa María del Triunfo",45.0,45.0,2,2,1,0,700,188
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",86.0,86.0,14,2,2,1,686350,185000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",107.4,107.4,4,3,3,0,593600,160000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Ate",118.0,118.0,3,3,1,0,1700,456
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Lince",127.97,92.0,2,4,3,2,3153,850
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Martin de Porres",124.36,241.36,2,4,2,0,322770,87000
CASA URBANA EN VENTA,"Lima, Lima, Miraflores",105.0,115.0,1,3,2,0,816200,220000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Borja",150.0,150.0,1,3,2,1,4081,1100
DEPARTAMENTO FLAT EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla",76.0,74.0,2,3,2,0,252280,68000
DEPARTAMENTO EN VENTA,"Lima, Lima, La Molina",132.46,218.0,3,3,2,1,853300,230000
DEPARTAMENTO DUPLEX EN ALQUILER,"Lima, Barranca, Barranca",160.0,160.0,0,0,0,1,2400,645
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Molina",115.2,115.2,2,3,2,0,601020,162000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Borja",105.0,105.0,2,3,2,0,2782,750
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Rimac",70.0,70.0,2,3,2,0,315350,85000
CASA EN VENTA,"Lima, Lima, La Molina",305.0,231.0,2,5,5,5,2114700,570000
CASA URBANA EN VENTA,"Lima, Prov. Const. Del Callao, Callao",72.0,258.4,4,8,4,0,660380,178000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Punta Hermosa",158.0,158.0,2,3,4,2,1257690,339000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Pueblo Libre",145.52,184.27,6,4,5,1,771680,208000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Pueblo Libre",44.0,44.0,6,1,1,0,1600,430
CASA URBANA EN VENTA,"Lima, Lima, Los Olivos",120.0,298.0,5,14,10,0,1669500,450000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",326.0,504.0,3,3,3,3,1465450,395000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Lince",127.97,92.0,2,4,3,2,3153,850
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",72.0,76.0,5,3,2,0,389550,105000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",137.0,197.0,5,3,2,0,1291080,348000
CASA URBANA EN ALQUILER,"Lima, Lima, Ate",89.0,130.0,2,3,2,0,5500,1478
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Martin de Porres",70.0,70.0,2,2,2,0,950,255
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Sachaca",89.47,89.47,1,2,2,0,296800,80000
DEPARTAMENTO FLAT EN ALQUILER,"Arequipa, Arequipa, Yanahuara",74.76,74.76,5,3,2,0,1650,443
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Martin de Porres",75.0,75.0,2,2,2,0,1000,268
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",139.0,139.0,0,3,3,1,1043103,281160
CASA URBANA EN VENTA,"Lima, Lima, Puente Piedra",139.0,119.0,2,6,3,0,389550,105000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",101.0,101.0,1,3,2,1,593229,159900
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Comas",62.0,62.0,14,2,1,0,1200,322
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Prov. Const. Del Callao, Callao",125.0,250.0,2,4,2,0,593600,160000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",42.0,42.0,4,1,1,0,241150,65000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Martin de Porres",60.0,60.0,2,1,1,0,750,201
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Breña",80.41,80.41,3,3,2,0,491788,132201
CASA URBANA EN VENTA,"Lima, Lima, La Victoria",390.0,163.0,2,3,2,0,2170350,585000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",97.62,97.62,7,3,2,0,441490,119000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Breña",140.95,140.95,16,3,3,0,785883,211258
DEPARTAMENTO EN ALQUILER,"Arequipa, Islay, Mollendo",64.0,62.0,4,1,2,0,2000,537
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Breña",144.68,144.68,16,3,3,0,784697,210940
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Breña",128.27,128.27,16,3,2,0,732528,196916
DEPARTAMENTO EN ALQUILER,"Arequipa, Arequipa, Cayma",184.42,184.42,1,3,3,0,3710,1000
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Cerro Colorado",74.01,70.01,2,3,2,0,296800,80000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Breña",155.92,155.92,1,3,2,0,712425,191512
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Breña",74.53,74.53,4,3,2,0,493543,132672
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Breña",41.83,41.83,2,1,1,0,307486,82657
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Breña",76.25,76.25,2,3,2,0,476374,128057
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Breña",43.65,43.65,5,1,1,0,325941,87618
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Breña",108.07,108.07,16,3,2,0,650378,174832
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Molina",124.75,145.75,1,4,2,0,927500,250000
CASA URBANA EN VENTA,"Arequipa, Arequipa, Cerro Colorado",222.39,130.0,1,3,2,0,649250,175000
DEPARTAMENTO FLAT EN ALQUILER,"Arequipa, Arequipa, Paucarpata",73.21,73.21,2,2,1,0,1250,336
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Molina",124.75,145.75,1,4,2,0,927500,250000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",97.62,97.62,7,3,2,0,441490,119000
CASA EN VENTA,"Arequipa, Arequipa, Cayma",300.0,374.0,3,5,5,0,2782500,750000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Comas",62.0,62.0,14,2,1,0,1200,322
CASA URBANA EN VENTA,"Lima, Lima, Lima",160.0,160.0,1,3,2,0,838460,226000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",70.0,70.0,5,2,2,0,2782,750
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Chorrillos",120.0,122.0,3,4,2,0,2300,618
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Pueblo Libre",74.3,74.3,6,3,2,0,478590,129000
DEPARTAMENTO FLAT EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla",74.0,76.0,3,3,2,0,241150,65000
CASA URBANA EN VENTA,"Lima, Lima, Miraflores",90.0,90.0,1,3,1,0,630700,170000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Jesus Maria",46.76,46.76,20,1,1,0,2040,550
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Juan de Lurigancho",42.88,42.88,3,1,1,0,600,161
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Magdalena del Mar",70.0,70.0,4,2,2,1,2500,672
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Chorrillos",73.0,73.0,1,3,2,0,2000,537
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",80.0,120.0,1,3,3,0,556500,150000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",85.0,85.0,7,3,2,1,2600,698
DEPARTAMENTO FLAT EN ANTICRESIS,"Arequipa, Arequipa, Sachaca",132.64,16.28,2,3,3,1,371000,100000
CASA URBANA EN VENTA,"Lambayeque, Chiclayo, José Leonardo Ortiz",160.0,430.8,3,9,7,0,1476580,398000
CASA URBANA EN VENTA,"Lima, Lima, La Victoria",206.0,571.46,4,13,9,0,2541350,685000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Juan de Lurigancho",42.88,42.88,3,1,1,0,600,161
CASA URBANA EN VENTA,"Lima, Lima, Chaclacayo",301.0,407.0,2,6,4,0,975730,263000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",213.43,321.39,3,3,3,3,1409800,380000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Surquillo",87.0,87.0,3,2,1,0,2000,537
MINIDEPARTAMENTO EN VENTA,"Lima, Lima, Los Olivos",60.58,60.58,2,2,1,0,218890,59000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Jesus Maria",46.76,46.76,20,1,1,0,2040,550
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Isidro",160.0,160.0,9,3,3,0,3710,1000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",80.0,120.0,1,3,3,0,556500,150000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",70.0,70.0,5,2,2,0,2782,750
CASA URBANA EN VENTA,"Lima, Lima, La Victoria",206.0,571.46,4,13,9,0,2541350,685000
CASA URBANA EN VENTA,"Lambayeque, Chiclayo, José Leonardo Ortiz",160.0,430.8,3,9,7,0,1476580,398000
CASA URBANA EN VENTA,"Lima, Lima, Lima",160.0,160.0,1,3,2,0,838460,226000
MINIDEPARTAMENTO EN ALQUILER,"Lima, Lima, Comas",40.0,40.0,3,1,1,0,600,161
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Miguel",80.0,190.0,5,3,3,0,816200,220000
DEPARTAMENTO FLAT EN ALQUILER,"Arequipa, Arequipa, Cerro Colorado",74.29,74.29,10,3,2,0,1500,403
DEPARTAMENTO DUPLEX EN ALQUILER,"Lima, Lima, La Molina",140.0,200.0,3,4,4,0,3500,940
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Lima, Santiago de Surco",95.0,95.0,3,3,2,1,541660,146000
CASA EN VENTA,"Arequipa, Arequipa, Sachaca",61.42,158.69,3,3,0,0,1031380,278000
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Lima, Rimac",80.5,80.5,1,0,2,0,463750,125000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Pueblo Libre",69.39,80.35,1,2,2,1,526820,142000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",65.0,65.0,2,2,1,0,301437,81250
DEPARTAMENTO FLAT EN VENTA,"La Libertad, Trujillo, Trujillo",48.4,48.4,4,2,1,0,229000,61559
CASA EN VENTA,"Lima, Lima, Barranco",350.0,0.0,0,0,0,0,2597000,700000
CASA URBANA EN ALQUILER,"Lima, Lima, Santiago de Surco",300.0,120.0,2,5,0,0,8000,2150
CASA EN VENTA,"Arequipa, Arequipa, Sachaca",61.42,158.69,3,3,0,0,1031380,278000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",130.58,130.58,7,3,3,2,946050,255000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",80.48,80.48,1,3,2,0,660380,178000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lince",47.85,72.75,1,1,2,0,345030,93000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Miguel",80.0,190.0,5,3,3,0,816200,220000
CASA URBANA EN VENTA,"Moquegua, Ilo, Pacocha",213.75,211.2,2,4,2,0,923790,249000
CASA URBANA EN VENTA,"Arequipa, Arequipa, Cayma",195.35,320.0,3,4,2,0,1595300,430000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Puente Piedra",75.0,75.0,2,3,1,0,800,215
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",107.14,155.31,8,3,2,0,1001700,270000
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Miraflores",160.0,120.0,1,3,1,0,593600,160000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Lima",60.0,60.0,14,2,2,0,1500,403
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",65.0,65.0,2,2,1,0,301437,81250
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",64.79,64.79,3,2,1,0,300472,80990
CASA URBANA EN VENTA,"Lima, Lima, Carabayllo",120.0,150.0,1,1,2,0,408100,110000
CASA URBANA EN VENTA,"Piura, Piura, Piura",766.93,412.65,2,6,4,0,2040500,550000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Prov. Const. Del Callao, Bellavista",100.0,100.0,2,2,1,0,1400,376
MINIDEPARTAMENTO EN ALQUILER,"Lima, Lima, Comas",40.0,40.0,3,1,1,0,600,161
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",100.4,100.4,3,3,3,0,556500,150000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Magdalena del Mar",88.65,88.65,5,3,2,0,626990,169000
DEPARTAMENTO EN VENTA,"La Libertad, Trujillo, Trujillo",86.0,86.0,3,3,2,0,278250,75000
DEPARTAMENTO DE PLAYA EN VENTA,"Lima, Cañete, Asia",92.0,112.0,1,2,2,0,389550,105000
DEPARTAMENTO EN VENTA,"Lima, Lima, Villa María del Triunfo",51.24,51.24,2,2,1,0,155820,42000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Los Olivos",92.65,92.65,2,3,2,0,337610,91000
DEPARTAMENTO TRIPLEX EN VENTA,"Arequipa, Arequipa, Arequipa",90.0,90.0,2,2,2,0,482300,130000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",81.0,90.0,1,2,1,0,482300,130000
CASA EN VENTA,"Arequipa, Arequipa, Sachaca",61.42,158.69,3,3,0,0,1031380,278000
DEPARTAMENTO EN VENTA,"Lima, Cañete, Asia",93.65,103.1,3,3,2,0,816200,220000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Isidro",78.0,133.0,4,1,1,0,4081,1100
CASA EN VENTA,"Arequipa, Arequipa, Socabaya",200.0,130.0,2,0,0,0,315350,85000
DEPARTAMENTO FLAT EN VENTA,"Tacna, Tacna, Tacna",47.11,47.11,4,2,1,0,92750,25000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Isidro",130.45,130.45,2,3,3,0,4452,1200
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",123.0,123.0,5,4,3,0,278250,75000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",87.5,87.5,5,3,2,0,485000,130376
CASA EN VENTA,"Lima, Lima, Santa Anita",240.0,240.0,2,6,4,0,1038800,280000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Isidro",130.45,130.45,2,3,3,0,4452,1200
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",130.58,130.58,7,3,3,2,946050,255000
CASA URBANA EN ALQUILER,"Lima, Lima, Santiago de Surco",300.0,120.0,2,5,0,0,8000,2150
CASA URBANA EN VENTA,"Arequipa, Arequipa, Arequipa",331.5,200.0,1,5,3,0,1113000,300000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Magdalena del Mar",88.65,88.65,5,3,2,0,626990,169000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Chorrillos",145.0,145.0,2,3,2,0,2300,618
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Pueblo Libre",57.83,86.4,0,0,0,0,441185,118918
DEPARTAMENTO TRIPLEX EN VENTA,"Arequipa, Arequipa, Arequipa",90.0,90.0,2,2,2,0,482300,130000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",81.0,90.0,1,2,1,0,482300,130000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",114.0,156.0,1,2,2,0,871850,235000
CASA EN VENTA,"Lima, Lima, Barranco",350.0,0.0,0,0,0,0,2597000,700000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",80.48,80.48,1,3,2,0,660380,178000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",107.14,155.31,8,3,2,0,1001700,270000
DEPARTAMENTO FLAT EN VENTA,"Lima, Prov. Const. Del Callao, Callao",71.0,71.0,3,31,0,0,252280,68000
CASA URBANA EN VENTA,"Lima, Lima, Lima",160.0,320.0,2,4,2,0,964600,260000
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Miraflores",184.0,300.0,2,4,2,0,734580,198000
CASA URBANA EN VENTA,"Arequipa, Arequipa, Yura",174.09,73.0,1,2,1,0,244860,66000
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Lima, Puente Piedra",33.67,33.67,1,1,1,0,122430,33000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Isidro",78.0,133.0,4,1,1,0,4081,1100
CASA URBANA EN VENTA,"Lima, Lima, Pueblo Libre",137.0,103.0,1,2,1,0,927500,250000
DEPARTAMENTO FLAT EN ANTICRESIS,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",121.45,150.24,1,3,2,0,181790,49000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, La Victoria",57.0,57.0,2,1,1,0,1800,483
CASA URBANA EN VENTA,"Lima, Lima, La Molina",166.5,86.31,2,5,4,0,667800,180000
DEPARTAMENTO FLAT EN VENTA,"Tacna, Tacna, Tacna",47.11,47.11,4,2,1,0,92750,25000
DEPARTAMENTO FLAT EN VENTA,"Tacna, Tacna, Tacna",47.76,47.76,4,2,1,0,92750,25000
DEPARTAMENTO EN VENTA,"Lima, Cañete, Asia",93.65,103.1,3,3,2,0,816200,220000
DEPARTAMENTO FLAT EN VENTA,"Tacna, Tacna, Tacna",51.41,51.41,4,2,1,0,92750,25000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",144.46,223.3,6,3,4,2,1112988,299997
DEPARTAMENTO FLAT EN ALQUILER,"Arequipa, Arequipa, Cerro Colorado",74.29,74.29,10,3,2,0,1500,403
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Lima, Rimac",80.5,80.5,1,0,2,0,463750,125000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",80.48,80.48,1,3,2,0,660380,178000
DEPARTAMENTO TRIPLEX EN VENTA,"Arequipa, Arequipa, Arequipa",90.0,90.0,2,2,2,0,482300,130000
CASA EN VENTA,"Lima, Lima, Santa Anita",240.0,240.0,2,6,4,0,1038800,280000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",100.4,100.4,3,3,3,0,556500,150000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Surquillo",40.0,40.0,5,1,1,0,1700,456
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",81.0,90.0,1,2,1,0,482300,130000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",114.0,156.0,1,2,2,0,871850,235000
DEPARTAMENTO DUPLEX EN ALQUILER,"Lima, Lima, San Isidro",260.0,240.0,4,5,4,1,6678,1800
CASA EN VENTA,"Arequipa, Arequipa, Socabaya",200.0,130.0,2,0,0,0,315350,85000
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Miraflores",184.0,300.0,2,4,2,0,734580,198000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",85.0,85.0,3,2,1,0,1900,510
CASA URBANA EN VENTA,"Lima, Lima, Comas",50.0,150.0,3,5,3,0,278250,75000
DEPARTAMENTO EN VENTA,"Lima, Cañete, Asia",93.65,103.1,3,3,2,0,816200,220000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Pueblo Libre",69.39,80.35,1,2,2,1,526820,142000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Juan de Lurigancho",56.0,56.0,5,2,1,0,1000,268
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Miraflores",160.0,120.0,1,3,1,0,593600,160000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",96.15,123.95,1,3,3,0,575050,155000
CASA EN VENTA,"Arequipa, Arequipa, Sachaca",61.42,158.69,3,3,0,0,1031380,278000
DEPARTAMENTO FLAT EN ANTICRESIS,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",121.45,150.24,1,3,2,0,181790,49000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",88.0,88.0,4,3,2,0,519400,140000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",91.93,91.93,3,3,1,0,445200,120000
DEPARTAMENTO EN VENTA,"Lima, Lima, La Victoria",78.35,78.35,7,3,2,0,408100,110000
DEPARTAMENTO FLAT EN ALQUILER,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",60.0,60.0,1,2,1,0,1700,456
CASA EN VENTA,"Lima, Lima, Comas",160.0,300.0,3,13,9,0,404390,109000
CASA DE PLAYA EN VENTA,"Tumbes, Contralmirante Villar, Zorritos",3.0,600.0,2,7,4,0,1113000,300000
CASA DE PLAYA EN CONDOMINIO EN VENTA,"Lima, Lima, Lurin",162.35,240.0,2,4,4,0,626990,169000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",90.0,90.0,4,2,1,0,738290,199000
CASA URBANA EN VENTA,"Lima, Lima, Pueblo Libre",202.56,334.38,3,7,4,0,1476580,398000
CASA DE PLAYA EN VENTA,"Lima, Lima, Lurin",370.0,83.7,1,2,2,0,964600,260000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",72.34,72.34,3,3,2,0,348740,94000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Luis",79.22,79.22,4,2,1,0,389550,105000
CASA EN VENTA,"Lima, Lima, San Borja",485.0,304.5,3,6,4,0,3153500,850000
CASA DE CAMPO EN VENTA,"Lima, Lima, Pachacamac",1.0,400.0,2,6,6,0,1409800,380000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",88.0,88.0,4,3,2,0,519400,140000
CASA URBANA EN VENTA,"Lima, Lima, Chorrillos",222.7,330.0,2,8,5,0,1558200,420000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Miraflores",50.53,50.53,0,0,0,0,185500,50000
CASA EN VENTA,"Lima, Prov. Const. Del Callao, Bellavista",80.0,79.0,5,3,2,0,333900,90000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Surquillo",46.0,46.0,3,1,1,0,2000,537
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",89.6,89.6,5,3,2,0,445200,120000
DEPARTAMENTO EN VENTA,"Lima, Lima, Breña",112.1,112.1,3,3,1,0,359870,97000
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Miraflores",171.0,260.0,1,3,2,0,667800,180000
CASA URBANA EN VENTA,"Puno, San Román, Juliaca",120.0,51.91,2,2,1,0,267120,72000
DEPARTAMENTO FLAT EN ALQUILER,"Puno, Puno, Puno",61.6,61.6,2,2,1,0,750,201
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Sachaca",93.5,93.5,1,3,2,0,293832,79200
CASA URBANA EN VENTA,"Arequipa, Arequipa, Yura",200.0,50.0,1,2,1,0,296800,80000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",68.0,68.0,13,3,2,0,341320,92000
CASA DE PLAYA EN CONDOMINIO EN VENTA,"Lima, Lima, Lurin",162.35,240.0,2,4,4,0,626990,169000
DEPARTAMENTO EN VENTA,"Lima, Lima, Breña",112.1,112.1,3,3,1,0,359870,97000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Miraflores",50.53,50.53,0,0,0,0,185500,50000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",71.89,81.68,1,3,2,0,352450,95000
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Miraflores",171.0,260.0,1,3,2,0,667800,180000
DEPARTAMENTO EN VENTA,"Lima, Lima, Comas",67.62,67.62,7,3,2,1,196630,53000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Sachaca",93.5,93.5,1,3,2,0,293832,79200
CASA URBANA EN VENTA,"Arequipa, Arequipa, Yura",200.0,50.0,1,2,1,0,296800,80000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Juan de Lurigancho",60.0,60.0,2,2,2,0,1000,268
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",68.0,68.0,13,3,2,0,341320,92000
CASA EN ALQUILER,"Lima, Lima, Pueblo Libre",136.0,248.0,2,3,3,0,5936,1600
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",88.0,88.0,16,2,2,1,649250,175000
CASA URBANA EN VENTA,"Lima, Lima, Carabayllo",132.0,240.0,2,6,3,1,641830,173000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Cayma",148.35,148.35,2,3,2,0,768389,207113
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Cayma",177.8,177.8,1,3,2,0,909881,245251
CASA URBANA EN VENTA,"Lima, Lima, Comas",140.0,240.0,2,4,2,0,371000,100000
