direccion,distrito,metraje,dormitorios,precio
"Calle 35, Urb. El Pinar","El Pinar, Comas",136 m² tot.,4 dorm.,"S/ 265,000 · USD 69,500"
Jr. Huiracocha,"Jesús María, Lima",108 m² tot.,3 dorm.,"S/ 799,000 · USD 214,209"
"Jerónimo de Aliaga, Surco","Santiago de Surco, Lima",330 m² tot.,NULL,"S/ 3,990,000 · USD 1,050,000"
AVENIDA TOMAS MARSANO,"Miraflores, Lima",57 m² tot.,2 dorm.,"S/ 492,100 · USD 133,000"
PLAYA DEL GOLF,"Playa Del Golf, Asia",176 m² tot.,5 dorm.,"S/ 1,813,000 · USD 490,000"
Jr. Tacna al 1400,"Magdalena, Lima",65 m² tot.,3 dorm.,"S/ 371,250 · USD 99,000"
Avenida El Ejercito 1258,"Orrantia Del Mar, Magdalena",103 m² tot.,3 dorm.,"S/ 608,000 · USD 160,000"
Praderas de Lurin,"Lima, Lima",5800 m² tot.,NULL,Consultar precio
Dúplex de Estreno con Espacios Amplios y Áreas Sociales Internas.,"Higuereta, Santiago de Surco",215 m² tot.,3 dorm.,"S/ 1,069,600 · USD 280,000"
Alameda LOS Horizontes Cuadra 3 Chorrillos,"Chorrillos, Lima",88 m² tot.,3 dorm.,"S/ 334,400 · USD 88,000"
Jiron Mar Peruano 238,"Neptuno, Santiago de Surco",84 a 147 m² tot.,3 dorm.,"S/ 752,400"
"Av. Casimiro 490, miraflores","Leuro, Miraflores",33 a 171 m² tot.,2 a 3 dorm.,"S/ 525,200"
Av. Las Gaviotas 440,"Chorrillos, Lima",36 a 71 m² tot.,1 a 3 dorm.,"S/ 278,000"
Ca. Enrique Palacios 1133,"Santa Cruz, Miraflores",61 a 98 m² tot.,1 a 3 dorm.,"S/ 635,000"
Av. Javier Prado Este 401,"San Isidro, Lima",29 a 81 m² tot.,1 a 2 dorm.,"S/ 267,738"
Av. Miguel Grau 1130,"Barranco, Lima",40 a 57 m² tot.,1 a 2 dorm.,"S/ 424,904"
Jirón Gral José Ramón Pizarro 430,"Pueblo Libre, Lima",67 a 161 m² tot.,2 a 3 dorm.,"S/ 485,000"
AVENIDA INCA RIPAC 338,"Lince, Lima",38 a 167 m² tot.,1 a 3 dorm.,"S/ 338,800"
Calle Francisco Seguin N°128,"Las Gardenias, Santiago de Surco",115 a 205 m² tot.,3 dorm.,"S/ 825,173 · USD 217,151"
Jr. Mariscal Miller 2648,"Lince, Lima",70 a 198 m² tot.,1 a 4 dorm.,"S/ 588,182 · USD 152,774"
"Av Rivera Navarrete 665, san isidro","San Isidro, Lima",45 a 138 m² tot.,1 a 2 dorm.,"S/ 488,337"
Av. Arenales 1109,"Santa Beatriz, Lima Cercado",53 a 65 m² tot.,1 a 3 dorm.,"S/ 352,900"
Av. San Felipe 758,"Jesús María, Lima",43 a 74 m² tot.,1 a 3 dorm.,"S/ 316,003"
Olmos 278,"Salamanca De Monterrico, Ate Vitarte",34 a 135 m² tot.,1 a 4 dorm.,"S/ 221,500"
Calle Ontario 200,"La Campiña, Chorrillos",57 a 65 m² tot.,2 a 3 dorm.,"S/ 316,900"
LAS FRESAS 700,"Aurora, Miraflores",360 m² tot.,4 dorm.,"S/ 2,386,500 · USD 645,000"
Los Huancas 133,"Maranga, San Miguel",160 m² tot.,3 dorm.,"S/ 893,000 · USD 235,000"
AV.UNIVERSITARIA CERCA U.CATÓLICA y UNMSM 1ER.PISO 100M2 PATIO 1ER.PISO,"Lima, San Miguel",100 m² tot.,3 dorm.,"S/ 488,400 · USD 136,000"
"Jiron Domingo Casanova , Lince, Lima","Lince, Lima",40 m² tot.,1 dorm.,"S/ 344,100 · USD 93,000"
Av.mariscal Lamar 500 Santa Cruz Miraflores,"Miraflores, Lima",70 m² tot.,2 dorm.,"S/ 526,500 · USD 135,000"
Calle Guillermo Zuñiga SAN German al 900,"San Martín de Porres, Lima",299 m² tot.,9 dorm.,"S/ 607,990 · USD 163,000"
Jirón El Rocío 374,"Higuereta, Santiago de Surco",181 m² tot.,3 dorm.,"S/ 740,000 · USD 198,000"
HERMOSO DEPARTAMENTO EN LA CALERA.,"La Calera De La Merced, Surquillo",45 m² tot.,2 dorm.,"S/ 290,700 · USD 77,500"
Rinconada Baja,"Rinconada Baja, La Molina",982 m² tot.,4 dorm.,"S/ 8,510,000 · USD 2,300,000"
Carlos Graña,"San Isidro, Lima",723 m² tot.,4 dorm.,"S/ 12,939,370 · USD 3,469,000"
Olaya 535,"Chorrillos, Lima",36 a 134 m² tot.,1 a 3 dorm.,"S/ 218,000"
LA PAZ 2173 SAN MIGUEL LIMA LIMA PERU,"Miramar, San Miguel",51 a 81 m² tot.,1 a 3 dorm.,"S/ 289,975"
Av Brasil 3395,"Magdalena, Lima",NULL,2 a 3 dorm.,"S/ 393,900"
"Av. Andres Aramburú 866, Surquillo","Limatambo, Surquillo",45 a 75 m² tot.,1 a 3 dorm.,"S/ 352,800"
Av. Tomas marsano 2510,"Miraflores, Lima",63 a 107 m² tot.,2 a 3 dorm.,"S/ 461,160 · USD 122,000"
Alfonso de Silva 211,"Las Magnolias, Santiago de Surco",114 a 203 m² tot.,2 a 3 dorm.,"S/ 843,600 · USD 222,000"
"Jiron Progreso 450, Barranco","Barranco, Lima",54 a 100 m² tot.,1 a 3 dorm.,"S/ 321,858"
Av. Brasil 1079,"Portada De Jesus Maria, Jesús María",40 a 81 m² tot.,1 a 3 dorm.,"S/ 250,588"
Avenida El Sol Este 530,"San Ignacio, Barranco",24 a 83 m² tot.,1 a 3 dorm.,"S/ 254,718"
Calle Los Petirrojos 450,"Corpac, San Isidro",150 a 254 m² tot.,1 a 3 dorm.,"S/ 1,262,000 · USD 332,100"
Sevilla 107,"Barboncito, Miraflores",60 a 186 m² tot.,1 a 3 dorm.,"S/ 568,966"
av. del parque sur 668,"Corpac, San Borja",35 a 79 m² tot.,1 a 3 dorm.,"S/ 317,200 · USD 84,000"
Av. Salaverry 1880,"Jesús María, Lima",36 a 79 m² tot.,1 a 3 dorm.,"S/ 294,328"
jr fernando castrat 100,"Santiago de Surco, Lima",80 a 144 m² tot.,2 a 4 dorm.,"S/ 688,149 · USD 176,448"
"Calle Las Avellanas 185, Salamanca de Monterrico","Salamanca De Monterrico, Ate Vitarte",43 a 128 m² tot.,2 a 3 dorm.,"S/ 265,000"
JR. ANTONIO DE SUCRE 502 - SAN MIGUEL,"San Miguel, Lima",130 m² tot.,4 dorm.,"S/ 803,000 · USD 219,000"
Eucaliptos Lurin,"Lurín, Lima",63000 m² tot.,NULL,"S/ 33,901,095 · USD 8,944,880"
caminos del inca 578,"Chacarilla Del Estanque, Santiago de Surco",600 m² tot.,NULL,"S/ 5,760,000 · USD 1,600,000"
Loma de los Lirios Cuadra 1 Cerca a Loma Amarilla,"Santiago de Surco, Lima",109 m² tot.,3 dorm.,"S/ 610,406 · USD 159,500"
Bayovar 245 Santiago de Surco,"Santiago de Surco, Lima",91 m² tot.,3 dorm.,"S/ 507,000 · USD 130,000"
"Av República de Colombia, San Isidro","San Isidro, Lima",89 m² tot.,NULL,"S/ 610,000 · USD 165,000"
Eduardo Gutierrez Rondon,"Miraflores, Lima",314 m² tot.,NULL,"S/ 1,656,000 · USD 450,000"
SAN ISIDRO,"Golf, San Isidro",405 m² tot.,3 dorm.,"S/ 3,108,000 · USD 840,000"
LORD NELSON 400,"Miraflores, Lima",310 m² tot.,3 dorm.,"S/ 2,142,000 · USD 579,000"
AV ALAMEDA DE LA ENCANTADA 200,"La Encantada De Villa, Chorrillos",384 m² tot.,3 dorm.,"S/ 2,553,000 · USD 690,000"
av jose pardo 1010,"Miraflores, Lima",42 a 103 m² tot.,1 a 2 dorm.,"S/ 447,096"
Jose Galvèz 1212 Santa Beatriz,"Santa Beatriz, Lima Cercado",46 a 68 m² tot.,1 a 3 dorm.,"S/ 292,293"
Avenida Los Vicus 626,"La Castellana, Santiago de Surco",94 a 197 m² tot.,3 a 4 dorm.,"S/ 602,640 · USD 162,000"
Av. Brasil 657,"Jesús María, Lima",62 a 112 m² tot.,2 a 3 dorm.,"S/ 438,807"
Calle Roma 241 miraflores,"Santa Cruz, Miraflores",86 a 152 m² tot.,2 a 3 dorm.,"S/ 811,195"
Jr. Coronel Zegarra 1045 - 1057,"Jesús María, Lima",69 m² tot.,2 dorm.,"S/ 497,957 · USD 131,042"
JR GRAU 459,"Bellavista, Bellavista",52 a 73 m² tot.,1 a 3 dorm.,"S/ 199,103"
Av Paseo la Castellana 243,"Santiago de Surco, Lima",39 a 154 m² tot.,1 a 3 dorm.,"S/ 351,000"
JR. NICOLAS RODRIGO 250,"Monterrico, Santiago de Surco",42 a 79 m² tot.,1 a 2 dorm.,"S/ 354,163"
Av. Tacna 321,"San Miguel, Lima",79 a 154 m² tot.,3 dorm.,"S/ 572,671"
Av. Bertolotto esquina con el Jirón Sucre Nros. 120-130,"San Miguel, Lima",33 a 111 m² tot.,1 a 3 dorm.,"S/ 259,827"
CALLE ELIAS AGUIRRE 166 MIRAFLORES,"Miraflores, Lima",74 m² tot.,2 dorm.,"S/ 684,000 · USD 180,000"
Av. Aramburú 1160,"Surquillo, Lima",53 a 75 m² tot.,2 a 3 dorm.,"S/ 391,793"
Av. Galvez Barrenechea 200,"Santa Catalina, La Victoria",43 a 75 m² tot.,1 a 3 dorm.,"S/ 309,653"
Av.Paseo de la Republica 6143,"Miraflores, Lima",40 a 62 m² tot.,1 a 2 dorm.,"S/ 407,875 · USD 108,767"
"Jr. Pucalá, Urbanización Centro Comercial Monterrico","Centro Comercial Monterrico, Santiago de Surco",270 m² tot.,4 dorm.,"S/ 2,001,702 · USD 535,000"
PARQUE JUAN GRIS HERMOSO DEPA DE 3HAB CON VISTA AL PARQUE,"San Borja, Lima",97 m² tot.,3 dorm.,"S/ 810,000 · USD 216,000"
"Av. Santa Cruz, San isidro.","San Isidro, Lima",764 m² tot.,NULL,"S/ 10,416,000 · USD 2,800,000"
Avenida José Casimiro Ulloa 353 Miraflores,"Miraflores, Lima",105 m² tot.,2 dorm.,"S/ 626,145 · USD 169,000"
Mirones bajo Parcela B Mz 24 lote 17 CERCADO DE LIMA,"Mirones Bajo, Lima Cercado",229 m² tot.,6 dorm.,"S/ 400,000 · USD 110,000"
Pasaje de Alcaldes al 132,"Pancho Fierro, Santiago de Surco",214 m² tot.,3 dorm.,"S/ 1,424,500 · USD 385,000"
los cedros 310,"Orrantia, San Isidro",203 m² tot.,3 dorm.,"S/ 1,490,000 · USD 399,000"
Av. Reynaldo Vivanco al 200,"Santiago de Surco, Lima",209 m² tot.,3 dorm.,"S/ 1,365,000 · USD 350,000"
Don Angelo,"Punta Hermosa, Lima",121 m² tot.,3 dorm.,"S/ 480,000 · USD 129,000"
Calle Aricota 40,"Chacarilla Del Estanque, Santiago de Surco",110 m² tot.,NULL,"S/ 652,750 · USD 175,000"
Ayacucho 560 Surco,"Santiago de Surco, Lima",48 a 151 m² tot.,1 a 3 dorm.,"S/ 355,327"
Paseo de la República 6349,"San Antonio, Miraflores",122 a 256 m² tot.,2 a 3 dorm.,"S/ 919,363 · USD 245,945"
Alameda Monte Umbroso 585,"Chacarilla Monte Umbroso, Santiago de Surco",67 a 158 m² tot.,1 a 3 dorm.,"S/ 657,773 · USD 170,850"
"AV PARACAS 876, SALAMANCA DE MONTERRICO","Salamanca De Monterrico, Ate Vitarte",64 a 83 m² tot.,1 a 3 dorm.,"S/ 367,200 · USD 97,920"
Av. La Paz 1585,"Lima, San Miguel",33 a 77 m² tot.,1 a 3 dorm.,"S/ 185,000"
AVENIDA. TEJADA 515,"San Antonio, Miraflores",101 a 159 m² tot.,3 dorm.,"S/ 784,400 · USD 212,000"
Playa Puerto Viejo,"San Antonio, Cañete",153 m² tot.,3 dorm.,"S/ 562,000"
Velasco Astete N° 1481,"Chacarilla Del Estanque, Santiago de Surco",87 a 122 m² tot.,3 dorm.,"S/ 691,600 · USD 182,000"
Aster 161,"Alamos De Monterrico, Santiago de Surco",112 a 235 m² tot.,2 a 3 dorm.,"S/ 849,300 · USD 223,500"
Av. colonial 605 Cercado de Lima,"La Colonial, Lima Cercado",57 a 75 m² tot.,2 a 3 dorm.,"S/ 340,891"
Enrique leon Garcia 295,"Santa Catalina, La Victoria",32 a 74 m² tot.,1 a 3 dorm.,"S/ 284,900"
Calle los olmos 219,"Salamanca De Monterrico, Ate Vitarte",71 a 134 m² tot.,3 dorm.,"S/ 485,000"
URB. SAN BORJA MZA. H LOTE N° 7,"San Borja, Wanchaq",59 a 83 m² tot.,2 a 3 dorm.,"S/ 327,061 · USD 88,984"
Jose Gregorio Paredes 2729,"Pueblo Libre, Lima",55 a 110 m² tot.,2 dorm.,"S/ 359,000"
KM 72 de la panamericana Sur,"San Antonio, Cañete",221 m² tot.,4 dorm.,"S/ 672,800"
Pajaten S/N,"Los Manzanos, Santiago de Surco",304 m² tot.,5 dorm.,"S/ 2,046,000 · USD 550,000"
"Av. Malecon de la Marina, Esquina con Federico Villarreal 116 - Miraflores","Miraflores, Lima",300 m² tot.,5 dorm.,"S/ 3,956,000 · USD 1,075,000"
Calle Montes de Oca,"Chacarilla Del Estanque, Santiago de Surco",139 m² tot.,3 dorm.,"S/ 927,520 · USD 248,000"
Centro de Lima,"Lima Cercado, Lima",1303 m² tot.,NULL,Consultar precio
Calle Huamachuco,"Altamar, La Perla",71 m² tot.,2 dorm.,"S/ 286,500 · USD 75,000"
"Jr Los Claveles 666, Los Olivos","Las Palmeras, Los Olivos",58 m² tot.,2 dorm.,"S/ 246,000 · USD 66,000"
Casa 400m2 en San Antonio en la Mejor Calle,"San Antonio, Miraflores",400 m² tot.,4 dorm.,"S/ 2,675,000 · USD 722,500"
"Venta de Casa en Chincha - Las Buganvilias - 4,800m2","Chincha, Ica",48000 m² tot.,NULL,"S/ 2,081,026 · USD 300,000"
Jr. Fernando Castrat 463 Urb. Chama al 400,"Santiago de Surco, Lima",124 m² tot.,3 dorm.,"S/ 733,226 · USD 194,900"
AVENIDA EL EJERCITO 924,"Andahuaylas, Andahuaylas",6064 m² tot.,NULL,"S/ 12,950,000 · USD 3,500,000"
AV DEL PARQUE SUR 517 Urb. Córpac,"San Borja Sur, San Borja",169 a 269 m² tot.,3 a 4 dorm.,"S/ 1,402,448 · USD 381,100"
Calle General Vivanco 1077,"Pueblo Libre, Lima",43 a 101 m² tot.,1 a 3 dorm.,"S/ 293,880 · USD 76,000"
Av. Sergio Bernales 460,"Barrio Medico, Surquillo",35 a 74 m² tot.,1 a 3 dorm.,"S/ 282,900"
Calle Teniente Alberto Chabrier 126-128 San Isidro,"Santa Monica, San Isidro",122 a 280 m² tot.,2 a 4 dorm.,"S/ 1,372,300 · USD 368,900"
av. la mar 453,"Miraflores, Lima",NULL,2 dorm.,"S/ 345,000"
Av. Paseo La Castellana N° 855,"La Castellana, Santiago de Surco",81 a 111 m² tot.,3 dorm.,"S/ 577,600 · USD 152,000"
Calle la carabela playa norte,"Punta Hermosa Norte, Punta Hermosa",143 a 197 m² tot.,3 a 6 dorm.,"S/ 1,216,300 · USD 302,000"
Emiliano Zapata 341,"La Calera De La Merced, Surquillo",57 a 121 m² tot.,2 a 3 dorm.,"S/ 391,932 · USD 102,600"
Jiron Monteflor 525,"Chacarilla Del Estanque, Santiago de Surco",100 a 196 m² tot.,2 a 3 dorm.,"S/ 848,040 · USD 230,000"
Av. Tomás Marsano 2293,"Marsano, Surquillo",35 a 86 m² tot.,1 a 3 dorm.,"S/ 259,900"
Av. Brasil 3784,"Orbea, Magdalena",71 a 81 m² tot.,2 a 3 dorm.,"S/ 436,400"
Calle Los Ficus 151,"San Antonio, Santiago de Surco",46 a 125 m² tot.,1 a 3 dorm.,"S/ 264,209"
Av. Arequipa 1200,"Santa Beatriz, Lima Cercado",58 a 69 m² tot.,1 a 3 dorm.,"S/ 418,900"
Calle Alférez Mariano Santos Mateo 171,"San Isidro, Lima",45 a 60 m² tot.,1 a 2 dorm.,"S/ 483,600"
LEO BAUMANN 187,"San Borja Sur, San Borja",95 a 196 m² tot.,3 a 4 dorm.,"S/ 772,000 · USD 204,000"
Pasaje rafael sanzo,"Los Viñedos De Surco, Santiago de Surco",90 m² tot.,3 dorm.,"S/ 320,000 · USD 84,900"
JR CHIMUCAPAC # HERMOSO DUPLEX CON ASCENSOR DIRECTO FRENTE A PARQUE,"Los Rosales, Santiago de Surco",156 m² tot.,2 dorm.,"S/ 1,159,000 · USD 281,500"
Urb. Luren,"Luren, Ica",160 m² tot.,NULL,"S/ 424,000 · USD 112,000"
embajada eeuu,"Santiago de Surco, Lima",1453 m² tot.,NULL,"S/ 10,817,295 · USD 3,196,600"
Avenida El Ejercito 591,"Miraflores, Lima",459 m² tot.,NULL,"S/ 3,800,000 · USD 1,000,000"
DANIEL CARRION 607,"Magdalena, Lima",108 m² tot.,3 dorm.,"S/ 791,800 · USD 214,000"
"Malaga 196, Santiago de Surco","Santiago de Surco, Lima",205 m² tot.,3 dorm.,"S/ 1,014,000 · USD 260,000"
Pedro Martinto 200. Cerca Av El Sol y Estadio Luis Gálvez Chipoco.,"San Ignacio, Barranco",69 m² tot.,2 dorm.,"S/ 752,000 · USD 198,000"
Av. Malecon de la Marina Esquina con Federico Villarreal 116,"Miraflores, Lima",515 m² tot.,3 dorm.,"S/ 4,995,000 · USD 1,350,000"
Altura Cuadra 10 de Avenida las Florestas,"Camacho, La Molina",1035 m² tot.,7 dorm.,"S/ 5,070,000 · USD 1,400,000"
Jiron Santo Domingo 275,"Jesús María, Lima",57 a 156 m² tot.,2 a 4 dorm.,"S/ 451,983"
Av. Arenales 680,"Santa Beatriz, Jesús María",42 a 68 m² tot.,1 a 3 dorm.,"S/ 301,900"
Av. Tacna 321,"San Miguel, Lima",79 a 145 m² tot.,3 dorm.,"S/ 572,671"
"Calle Los Halcones 308, surquillo","Limatambo, Surquillo",59 a 83 m² tot.,2 a 3 dorm.,"S/ 453,000"
Calle La Pinta 120-130 Olivar de San Isidro,"El Olivar, San Isidro",131 a 317 m² tot.,2 a 3 dorm.,"S/ 1,361,000 · USD 365,900"
Los Cipreses 355,"Orrantia, San Isidro",200 a 288 m² tot.,2 a 3 dorm.,"S/ 1,841,409 · USD 499,000"
Calle aldabas 116,"Las Gardenias, Santiago de Surco",99 a 237 m² tot.,3 dorm.,"S/ 809,962 · USD 213,148"
Jr. Manuel Gómez N° 366 - 390,"Lince, Lima",40 a 150 m² tot.,1 a 3 dorm.,"S/ 245,024 · USD 64,480"
Avenida de los Precursores 789.Surco,"Santiago de Surco, Lima",88 a 146 m² tot.,2 a 3 dorm.,"S/ 712,500 · USD 190,000"
Av. Pizarro 115,"Jose Luis Bustamante Y Rivero, Arequipa",53 a 100 m² tot.,1 a 3 dorm.,"S/ 218,000"
"Jr. Belisario Flores 967, Lince","S/n, Lince",46 a 160 m² tot.,1 a 3 dorm.,"S/ 328,000"
Jr. Gral Jose Ramon Pizarro 1399 Pueblo Libre,"Pueblo Libre, Lima",48 a 158 m² tot.,2 a 3 dorm.,"S/ 355,000 · USD 94,919"
Av. 28 de julio 551,"Leuro, Miraflores",60 a 144 m² tot.,1 a 3 dorm.,"S/ 565,990"
Ca. Miguel Aljovín 190,"Los Rosales, Miraflores",76 a 157 m² tot.,2 a 3 dorm.,"S/ 830,000"
Calle Cuzco,"Alejandro Alvarez, Ate Vitarte",71 a 80 m² tot.,2 a 3 dorm.,"S/ 287,225"
Calle Roma 200,"Santa Cruz, Miraflores",152 m² tot.,3 dorm.,"S/ 1,214,525 · USD 328,250"
"Oficinas en el Centro Financiero de San Isidro, Av. República de Panamá","San Isidro, Lima",300 m² tot.,NULL,Consultar precio
Los Robles 303,"San Isidro, Lima",173 m² tot.,3 dorm.,"S/ 1,425,000 · USD 380,000"
Malecón Cisneros,"Miraflores, Lima",180 m² tot.,3 dorm.,"S/ 2,715,901 · USD 714,711"
Manzanilla,"San Isidro, Lima",251 m² tot.,2 dorm.,"S/ 2,981,250 · USD 795,000"
La Planicie - Primera Etapa,"La Planicie, La Molina",1312 m² tot.,6 dorm.,"S/ 6,360,000 · USD 1,720,000"
Centro Industrial la Chutana,"Chilca, Cañete",27285 m² tot.,NULL,"S/ 9,454,255 · USD 2,455,651"
Malecón Cisneros,"Miraflores, Lima",210 m² tot.,3 dorm.,"S/ 2,907,193 · USD 765,051"
San Martin 780,"Barranca, Lima",715 m² tot.,NULL,"S/ 353,000 · USD 95,405"
Pezet Frente al Club El Golf,"San Isidro, Lima",264 m² tot.,2 dorm.,"S/ 2,106,000 · USD 550,000"
Jirón Paseo del Bosque 832 San borja,"San Borja, Lima",93 m² tot.,1 a 3 dorm.,"S/ 261,000"
Pedro Irigoyen 128,"Santiago de Surco, Lima",54 a 118 m² tot.,2 a 3 dorm.,"S/ 444,600"
Avenida General Mendiburu 573,"Santa Cruz, Miraflores",60 a 179 m² tot.,1 a 3 dorm.,"S/ 526,264"
Av. Javier Prado Oeste,"Magdalena, Lima",44 a 175 m² tot.,1 a 3 dorm.,"S/ 389,855"
Km 106 Antigua Panamericana Sur,"Asia, Cañete",66 a 199 m² tot.,2 a 3 dorm.,"S/ 432,000 · USD 108,000"
Avenida José Larco 1215- Miraflores,"Miraflores, Lima",60 a 86 m² tot.,2 a 3 dorm.,"S/ 645,146"
"Jr. Sánchez Carrión 389, Magdalena","Magdalena, Lima",59 a 145 m² tot.,1 a 3 dorm.,"S/ 426,794"
"Av. Argentina 2430, Callao","Callao, Callao",51 a 63 m² tot.,2 a 3 dorm.,"S/ 220,900"
Avenida Manuel Olguín 485,"Santiago de Surco, Lima",44 a 94 m² tot.,1 a 3 dorm.,"S/ 368,712"
Av. Jorge Chávez 451,"Barranco, Lima",42 a 172 m² tot.,1 a 4 dorm.,"S/ 279,000"
Av La Marina 2255,"San Miguel, San Miguel",42 a 97 m² tot.,1 a 3 dorm.,"S/ 284,000 · USD 75,000"
Av Alejandro Velasco Astete 2608,"Vista Alegre, Santiago de Surco",82 a 173 m² tot.,2 a 3 dorm.,"S/ 640,049 · USD 168,434"
CALLE JORGE CHAVEZ 300 MIRAFLORES,"Miraflores, Lima",60 a 235 m² tot.,1 a 3 dorm.,"S/ 577,600 · USD 152,000"
"Calle Antibes 125, cruce con Los Jilgueros, La Molina.","San Cesar, La Molina",89 a 134 m² tot.,3 dorm.,"S/ 530,500"
mz d lote 15 urb villa del norte chiclayo,"Chiclayo, Chiclayo",13 a 88 m² tot.,2 a 3 dorm.,"S/ 45,000"
SAN BORJA 100,"San Borja Sur, San Borja",356 m² tot.,6 dorm.,"S/ 1,924,000 · USD 519,900"
Av. Velasco Astete,"Chacarilla Del Estanque, Santiago de Surco",140 m² tot.,3 dorm.,"S/ 1,007,000 · USD 265,000"
Carretera Panamericana Sur Km. 43.75,"Punta Negra, Lima",512 m² tot.,NULL,"S/ 155,400 · USD 42,000"
"Frente al Jockey Club, Altura Cruce e Av. Manuel Olguín y El Derby","El Derby, Santiago de Surco",103 m² tot.,3 dorm.,"S/ 691,600 · USD 182,000"
Casuarinas,"Las Casuarinas, Santiago de Surco",350 m² tot.,4 dorm.,"S/ 2,484,000 · USD 690,000"
Copacabana,"El Sol De La Molina Et.2, La Molina",1350 m² tot.,NULL,"S/ 2,600,000 · USD 699,000"
"Vive en un Edificio de Solo 5 Dptos, ten Privacidad / Cerca al Colegio Santa María y el C.c. Chacarilla","Chacarilla Del Estanque, Santiago de Surco",290 m² tot.,3 dorm.,"S/ 1,480,000 · USD 389,500"
Calle SAN IGNACIO DE LOYOLA S/N,"Miraflores, Lima",164 m² tot.,2 dorm.,"S/ 1,439,100 · USD 390,000"
Av. Manuel Olguin 790,"El Derby, Santiago de Surco",103 m² tot.,3 dorm.,"S/ 721,500 · USD 195,000"
Av El Derby 2,"El Derby, Santiago de Surco",414 m² tot.,4 dorm.,"S/ 4,070,000 · USD 1,100,000"
Km 107 de la Panamericana Sur,"Asia, Asia",NULL,5 dorm.,"S/ 792,000 · USD 198,000"
Jr Bartolomé Herrera 415,"Lince, Lima",61 a 84 m² tot.,2 a 3 dorm.,"S/ 396,500"
CALLE VIRTUD Y UNION 235,"Corpac, San Isidro",307 m² tot.,3 dorm.,"S/ 1,238,600 · USD 322,000"
Calle Audiencia 190,"San Isidro, Lima",45 a 137 m² tot.,1 a 2 dorm.,"S/ 453,470"
"Av. 28 Julio 815, Miraflores","Miraflores, Lima",30 a 145 m² tot.,1 a 3 dorm.,"S/ 377,999"
"Rubens 182, San Borja","San Borja, Lima",91 a 174 m² tot.,3 dorm.,"S/ 824,600 · USD 217,000"
Av. Arenales 2570,"Lince, Lima",39 a 53 m² tot.,1 a 3 dorm.,"S/ 326,500"
calle conde de la vega 156,"Valle Hermoso Oeste, Santiago de Surco",77 a 229 m² tot.,2 a 3 dorm.,"S/ 630,800 · USD 281"
Calle Manuel Perez Oblitas 190,"Udima, San Miguel",67 a 152 m² tot.,1 a 3 dorm.,"S/ 425,000 · USD 105,000"
Av. Brasil 737,"Jesús María, Lima",56 a 79 m² tot.,2 a 3 dorm.,"S/ 396,806"
"W5HJ+755, 11000","Ica, Ica",90 a 160 m² tot.,NULL,"S/ 29,000"
"José Ramón Pizarro N° 682-686, Pueblo Libre","El Carmen, Pueblo Libre",58 a 165 m² tot.,2 a 3 dorm.,"S/ 386,722"
JR GENARO NUMA LLONA 1098,"San Juan Sector C, San Juan de Miraflores",89 m² tot.,3 dorm.,"S/ 350,000"
Calle Ramon Ribeyro 777,"San Antonio, Miraflores",24 a 133 m² tot.,2 a 3 dorm.,"S/ 1,275,300 · USD 337,000"
"Av. Gaviotas 176, Chorrillos","Las Gaviotas, Chorrillos",39 a 68 m² tot.,1 a 3 dorm.,"S/ 205,000"
La Molina Vieja,"La Molina Vieja, La Molina",450 m² tot.,5 dorm.,"S/ 4,255,000 · USD 1,150,000"
Calle 3 100,"La Molina, Lima",502 m² tot.,4 dorm.,"S/ 2,579,310 · USD 699,000"
APARICIO GOMEZ SANCHEZ 300,"Aurora, Miraflores",420 m² tot.,6 dorm.,"S/ 4,158,000 · USD 1,100,000"
Urb. Roma,"Lima Cercado, Lima",160 m² tot.,3 dorm.,"S/ 849,760 · USD 226,000"
Calle Carmen,"Surquillo, Lima",26 m² tot.,NULL,"S/ 90,000 · USD 25,000"
Calle Carlos Gonzales,"Maranga, San Miguel",41 m² tot.,NULL,"S/ 161,500 · USD 42,500"
SURCO chacarilla,"Chacarilla Del Estanque, Santiago de Surco",475 m² tot.,5 dorm.,"S/ 2,940,600 · USD 789,900"
Los Capulies,"Aurora, Miraflores",280 m² tot.,4 dorm.,"S/ 1,800,000 · USD 480,000"
Calle Francia 2,"Miraflores, Lima",117 m² tot.,2 dorm.,"S/ 962,000 · USD 260,000"
CRUZ DEL SUR 300,"Los Granados, Santiago de Surco",268 m² tot.,4 dorm.,"S/ 1,522,050 · USD 417,000"
calle san martin 836,"Miraflores, Lima",60 a 146 m² tot.,1 a 3 dorm.,"S/ 595,405"
Calle Alberto Barton 270 Esq. Ricardo Flores,"Santa Catalina, La Victoria",44 a 74 m² tot.,1 a 3 dorm.,"S/ 268,400"
"Av. Venezuela 2597, Bellavista- Límite con San Miguel","San Miguel, Lima",67 a 100 m² tot.,2 a 3 dorm.,"S/ 305,000"
Av. Arequipa 1444,"Santa Beatriz, Lima Cercado",22 a 75 m² tot.,1 a 2 dorm.,"S/ 185,888"
Avenida Miraflores 275,"Barranco, Lima",53 a 108 m² tot.,1 a 3 dorm.,"S/ 432,630 · USD 113,850"
Cruce Av. Caminos de Inca con Av. Velasco Astete,"Santiago de Surco, Lima",53 a 155 m² tot.,1 a 3 dorm.,"S/ 446,009 · USD 120,543"
scipión llona 250,"Miraflores, Lima",51 a 97 m² tot.,1 a 3 dorm.,"S/ 478,123 · USD 127,500"
