direccion,distrito,metraje,dormitorios,Precio Soles,Precio Dolares
General miguel Iglesias 442,"Santa Cruz, Miraflores",110 m² tot.,2 dorm.,"638,000.00","168,000.00"
SAN BORJA,"San Borja Sur, San Borja",326 m² tot.,4 dorm.,"2,587,500.00","690,000.00"
JOSE GONZALES 740,"Miraflores, Lima",89 m² tot.,2 dorm.,"795,500.00","215,000.00"
EL Peñascal,"El Sol De La Molina Et.3, La Molina",314 m² tot.,3 dorm.,"1,071,840.00","290,000.00"
Jr. Tomasal al 800,"Santiago de Surco, Lima",193 m² tot.,3 dorm.,"1,241,500.00","325,000.00"
Av. Chirinchigno 340,"San Eduardo, Piura",1369 m² tot.,5 dorm.,"2,775,000.00","750,000.00"
Malecon cisneros,"Miraflores, Lima",190 m² tot.,3 dorm.,"1,665,000.00","450,000.00"
Alameda Poeta de la Ribera,"La Encantada De Villa, Chorrillos",1013 m² tot.,5 dorm.,"4,736,000.00","1,280,000.00"
"Puerto Rico 186, Jesús María","Jesús María, Lima",197 m² tot.,4 dorm.,"1,900,000.00","508,900.00"
MINEROS 150,"Los Ingenieros, La Molina",300 m² tot.,4 dorm.,"1,748,400.00","470,000.00"
Jr. Fortaleza de Paramonga al 100,"Tambo De Monterrico, Santiago de Surco",260 m² tot.,3 dorm.,"1,292,000.00","340,000.00"
MALECON DE LA RESERVA 411,"Miraflores, Lima",340 m² tot.,4 dorm.,"5,662,000.00","1,490,000.00"
Golda meier 114,"Capebco, Surquillo",63 m² tot.,2 dorm.,"357,000.00","95,000.00"
Zona Larcomar,"Miraflores, Lima",76 m² tot.,2 dorm.,"816,000.00","214,736.00"
Urb. Humboldt Miraflores,"Miraflores, Lima",250 m² tot.,6 dorm.,"1,585,250.00","425,000.00"
Jirón Santa Elena Norte al 100,"Lima Polo Hunt Club, Santiago de Surco",88 m² tot.,2 dorm.,"499,500.00","135,000.00"
"Jr. Jose Barrionuevo 352, Chorrillos, Lima","Chorrillos, Lima",120 m² tot.,3 dorm.,"722,000.00","190,000.00"
Av. Del Pinar,"San Borja, Lima",262 m² tot.,4 dorm.,"1,476,840.00","397,000.00"
Dúplex de Estreno - NO Paga Alcabala - Ubicado en Centro Empresarial San Isidro,"San Isidro, Lima",216 m² tot.,2 dorm.,"1,215,500.00","325,000.00"
Av. Riconada del Lago – Segunda Tranquera - La Molina,"La Molina, Lima",550 m² tot.,7 dorm.,"3,041,500.00","790,000.00"
Jiron Arturo Aguilar 289 Surco,"Santiago de Surco, Lima",105 m² tot.,3 dorm.,"740,285.00","199,538.00"
SAN BORJA,"San Borja, Lima",355 m² tot.,5 dorm.,"2,405,000.00","649,900.00"
PEDRO CANGA 100,"San Roque, Santiago de Surco",284 m² tot.,3 dorm.,"1,340,000.00","359,000.00"
"Los Jazmines, Lince","Lince, Lima",134 m² tot.,3 dorm.,"539,400.00","145,000.00"
SANTA TERESITA,"San Isidro, Lima",402 m² tot.,4 dorm.,"5,320,000.00","1,400,000.00"
CAMINOS DEL INCA 13,"Santa Teresa De Las Gardenias, Santiago de Surco",103 m² tot.,3 dorm.,"682,590.00","183,000.00"
Mikonos,"Sarapampa, Asia",659 m² tot.,7 dorm.,"2,409,000.00","660,000.00"
Jirón Jerónimo de Aliaga Sur,"Santiago de Surco, Lima",153 m² tot.,3 dorm.,"821,250.00","219,000.00"
Jr Chongoyape,"San Miguel, Lima",78 m² tot.,3 dorm.,"450,000.00","120,320.00"
av. brasil 3661,"Magdalena, Lima",83 m² tot.,3 dorm.,"425,500.00","115,000.00"
Juan de Arona,"El Olivar, San Isidro",1075 m² tot.,80 dorm.,"29,600,000.00","8,000,000.00"
VIA LACTEA,"Santiago de Surco, Lima",426 m² tot.,4 dorm.,"2,701,000.00","730,000.00"
Av. Julio Cesar Tello 1025 Lince,"Lince, Lima",194 m² tot.,3 dorm.,"1,045,000.00","279,000.00"
Muñiz,"San Isidro, Lima",370 m² tot.,3 dorm.,"4,076,600.00","1,090,000.00"
"Daniel Carrión, Magdalena","Magdalena, Lima",89 m² tot.,3 dorm.,"706,800.00","190,000.00"
Calle 26 N°117,"Mariscal Ramon Castilla, San Borja",450 m² tot.,5 dorm.,"3,256,000.00","880,000.00"
LA CALERA DE LA MERCED,"La Calera De La Merced, Surquillo",35 m² tot.,1 dorm.,"220,000.00","58,500.00"
LOS CRISANTEMOS 110,"Las Casuarinas Sur, Santiago de Surco",222 m² tot.,3 dorm.,"843,150.00","219,000.00"
"C. Miguel Grau 105, Dpto 11 San Miguel","San Miguel, Lima",85 m² tot.,2 dorm.,"351,500.00","95,000.00"
Av. Sergio Bernales Cuadra 5,"Barrio Medico, Surquillo",93 m² tot.,3 dorm.,"684,000.00","180,000.00"
SAN BORJA NORTE 1101,"San Borja Norte, San Borja",90 m² tot.,3 dorm.,"800,100.00","210,000.00"
"Arquitectura Caribeña en Condominio Pet Friendly Ocean Reef, San Bartolo","San Bartolo, Lima",88 m² tot.,2 dorm.,"493,000.00","132,000.00"
ANONIA MORENO DE CACERES,"Callao, Lima",216 m² tot.,6 dorm.,"372,000.00","98,000.00"
"Av. Retablo, Comas al 400","El Retablo, Comas",68 m² tot.,3 dorm.,"195,000.00","52,000.00"
Calle Las Lilas 120 - La Molina,"La Molina, Lima",1258 m² tot.,6 dorm.,"4,125,000.00","1,100,000.00"
"parroquia el buen pastor ,urbanizacion sol de oro ,los olivos","Sol De Oro, Los Olivos",120 m² tot.,3 dorm.,"543,750.00","145,000.00"
Las Lagunas,"Las Lagunas, La Molina",250 m² tot.,3 dorm.,"1,939,600.00","520,000.00"
Alcanfores,"Miraflores, Lima",280 m² tot.,2 dorm.,"2,101,000.00","550,000.00"
"Calle Las Golondrinas Limatambo, San Isidro al 100","San Isidro, Lima",287 m² tot.,5 dorm.,"2,601,595.00","685,000.00"
Jiron La Laguna 579 La Planicie La Molina,"La Planicie, La Molina",585 m² tot.,5 dorm.,"2,755,000.00","725,000.00"
"Alfonso Ugarte 180, Magdalena","Magdalena, Lima",74 m² tot.,3 dorm.,"340,200.00","90,000.00"
"AV.DIEZ CANSECO CERCA PARQUE KENEDY 82M2, 2DORM. 1COCHERA","Miraflores, Lima",82 m² tot.,2 dorm.,"782,000.00","208,000.00"
"Av. Santo Toribio, San Isidro","San Isidro, Lima",292 m² tot.,3 dorm.,"2,292,000.00","600,000.00"
"Calle Capitan Percy Phillips Cuba 356, Miraflores 15048","Miraflores, Lima",259 m² tot.,3 dorm.,"1,820,200.00","479,000.00"
Malecón Balta,"Miraflores, Lima",229 m² tot.,3 dorm.,"1,516,200.00","399,000.00"
Av. Salaverry 1850 Jesus Maria,"Jesús María, Lima",83 m² tot.,3 dorm.,"592,500.00","158,000.00"
Calle Piura,"Miraflores, Lima",147 m² tot.,3 dorm.,"1,122,666.00","299,900.00"
Jirón Quiroga,"Santiago de Surco, Lima",320 m² tot.,4 dorm.,"2,074,420.00","545,900.00"
Calle Dante,"Surquillo, Lima",60 m² tot.,2 dorm.,"335,000.00","88,000.00"
Alameda José Leon Barandiaran 200,"La Planicie, La Molina",680 m² tot.,4 dorm.,"2,946,700.00","790,000.00"
IGLESIA SANTISIMO NOMBRE DE JESUS,"Chacarilla, San Borja",367 m² tot.,4 dorm.,"2,470,000.00","650,000.00"
Jr Garcilaso de la Vega 1737,"Risso, Lince",156 m² tot.,2 dorm.,"699,000.00","185,000.00"
"Jr. Mama Ocllo 2025, lince","Lince, Lima",87 m² tot.,2 dorm.,"450,000.00","117,000.00"
Aurelio Miro Quesada,"San Isidro, Lima",448 m² tot.,3 dorm.,"2,888,000.00","760,000.00"
Avenida Del Sur al 300,"Santiago de Surco, Lima",238 m² tot.,3 dorm.,"1,867,500.00","498,000.00"
Alejandro Peralta,"La Arboleda De Maranga, San Miguel",300 m² tot.,5 dorm.,"794,200.00","209,000.00"
Entre la Cuadra 5 y 6 de Pezet Urb. San Gabriel al Frente del Golf de San Isidro,"Golf, San Isidro",380 m² tot.,3 dorm.,"3,885,000.00","1,050,000.00"
Av. Jose Pardo 1545,"Miraflores, Lima",233 m² tot.,2 dorm.,"1,627,630.00","439,900.00"
Rinconada Baja,"La Molina, Lima",1026 m² tot.,5 dorm.,"4,447,000.00","1,180,000.00"
Av. Javier Prado Este 40,"Los Cedros, Santiago de Surco",507 m² tot.,3 dorm.,"7,400,000.00","2,000,000.00"
San Borja Norte 1756,"San Borja Norte, San Borja",135 m² tot.,3 dorm.,"884,769.00","232,000.00"
Golf Los Incas,"Santiago de Surco, Lima",353 m² tot.,3 dorm.,"1,871,250.00","499,000.00"
CALLE TEODORO CARDENAS 414,"Lima Cercado, Lima",57 m² tot.,2 dorm.,"329,300.00","89,000.00"
AV Malecon Grau 100 Chorrillos,"Chorrillos, Lima",83 m² tot.,3 dorm.,"589,798.00","157,700.00"
Tomas Marsano,"Surquillo, Lima",43 m² tot.,1 dorm.,"279,750.00","75,000.00"
AV JAVIER PRADO OESTE 770,"Magdalena, Lima",88 m² tot.,3 dorm.,"660,550.00","189,000.00"
Juan Fuentes 457,"La Calera De La Merced, Surquillo",90 m² tot.,3 dorm.,"385,000.00","105,000.00"
Av. Costanera 2200,"San Miguel, San Miguel",41 m² tot.,1 dorm.,"210,900.00","57,000.00"
Calle Los Sauces,"San Borja, Lima",49 m² tot.,1 dorm.,"314,245.00","85,000.00"
Gilbert William 156,"San Borja Sur, San Borja",110 m² tot.,3 dorm.,"588,300.00","159,000.00"
A Pasos del Centro Financiero,"San Isidro, Lima",46 m² tot.,1 dorm.,"432,400.00","114,695.00"
C. LA FRAGATA 1,"Las Lagunas, La Molina",1100 m² tot.,5 dorm.,"6,187,500.00","1,650,000.00"
Calle La Paz 500,"Miraflores, Lima",85 m² tot.,2 dorm.,"725,400.00","195,000.00"
Pezet,"San Isidro, Lima",288 m² tot.,3 dorm.,"3,373,100.00","890,000.00"
Las Cantutas 344,"Santiago de Surco, Lima",504 m² tot.,3 dorm.,"1,497,050.00","395,000.00"
islas aleutianas 125,"La Planicie, La Molina",225 m² tot.,4 dorm.,"2,500,150.00","695,000.00"
"Roca y Boloña 891, Miraflores","Aurora, Miraflores",124 m² tot.,3 dorm.,"1,054,000.00","285,000.00"
La Pradera,"San Borja, Lima",698 m² tot.,4 dorm.,"5,320,000.00","1,400,000.00"
"Av. Costanera 1200, San Miguel 15087","San Miguel, Lima",70 m² tot.,3 dorm.,"409,200.00","110,000.00"
casimir ulloa 364,"San Antonio, Miraflores",100 m² tot.,2 dorm.,"768,600.00","210,000.00"
AVENIDA GENERAL PEZET 1575 SAN ISIDRO,"Orrantia Del Mar, San Isidro",188 m² tot.,3 dorm.,"962,000.00","260,000.00"
Pasaje Los Rosales,"Rosedal, Miraflores",300 m² tot.,3 dorm.,"1,700,000.00","480,000.00"
"Full Amoblado con Acabados de Lujo | En Malecón Balta, Frente al Club Terrazas | Vista al mar","Miraflores, Lima",176 m² tot.,3 dorm.,"2,495,000.00","669,000.00"
JR Coronel Zegarra 1115 Jesus Maria,"Portada De Jesus Maria, Jesús María",61 m² tot.,2 dorm.,"439,205.00","116,500.00"
AVENIDA SALAVERRY,"Lince, Lima",77 m² tot.,3 dorm.,"489,293.00","132,241.35"
Malecón Cisneros,"Miraflores, Lima",221 m² tot.,3 dorm.,"1,900,000.00","500,000.00"
"Venta Dpto EN Chacarilla Surco 139m2, 3 Dormitorios, 2 Estacio. CON Balcon","Chacarilla Del Estanque, Santiago de Surco",139 m² tot.,3 dorm.,"921,310.00","247,000.00"
av. las Artes,"San Borja Norte, San Borja",178 m² tot.,3 dorm.,"1,094,000.00","295,000.00"
Calle San Bruno San Miguel,"San Miguel, Lima",160 m² tot.,4 dorm.,"1,257,300.00","330,000.00"
CALLE HUANCABAMBA,"Prolong. Benavides, Santiago de Surco",321 m² tot.,6 dorm.,"1,780,000.00","480,000.00"
"Las Palmeras, Residencial San Felipe, Jesús María","Jesús María, Lima",271 m² tot.,4 dorm.,"870,000.00","230,000.00"
A Tres Cuadras de Av. Del Parque Sur. Límite con San Borja,"Corpac, San Isidro",520 m² tot.,3 dorm.,"3,204,500.00","850,000.00"
CALLE 2 DE MAYO,"Miraflores, Lima",243 m² tot.,4 dorm.,"1,400,000.00","399,000.00"
Tomasal,"Santiago de Surco, Lima",624 m² tot.,3 dorm.,"4,024,200.00","1,059,000.00"
Jr Manuel Suarez Pinzas 343,"San Martín de Porres, Lima",84 m² tot.,3 dorm.,"337,500.00","90,000.00"
Jiron Oscar Chocano,"Chama, Santiago de Surco",134 m² tot.,4 dorm.,"736,000.00","198,000.00"
Jardín Amplio con Árboles Frutales y Segundo Ambiente Privado Dentro de la Casa,"La Fontana, La Molina",539 m² tot.,5 dorm.,"3,287,000.00","865,000.00"
Porta,"Miraflores, Lima",73 m² tot.,1 dorm.,"758,500.00","205,000.00"
Muy cerca a la avenida Caceres.,"Surquillo, Lima",66 m² tot.,3 dorm.,"358,900.00","97,000.00"
Ignacio Merino,"Miraflores, Lima",287 m² tot.,2 dorm.,"2,472,690.00","649,000.00"
A 1 Cuadra de Monte Umbroso y los Parques Bella Luz y César Vallejo,"Chacarilla Del Estanque, Santiago de Surco",150 m² tot.,3 dorm.,"875,000.00","230,000.00"
Gregorio Escobedo 570,"Residencial San Felipe, Jesús María",80 m² tot.,2 dorm.,"562,500.00","149,900.00"
Jr. Salaverry 462,"Magdalena, Lima",75 m² tot.,2 dorm.,"375,727.00","99,000.00"
DOÑA ELVIRA 161,"Los Rosales, Santiago de Surco",193 m² tot.,3 dorm.,"710,150.00","199,000.00"
Jirón Los Laureles 514,"Ingenieros Valle Hermoso, Santiago de Surco",378 m² tot.,3 dorm.,"1,091,500.00","295,000.00"
"FLORA TRISTAN, SAN ISIDRO","San Isidro, Lima",96 m² tot.,3 dorm.,"645,750.00","179,000.00"
Tizón y Buenos 168,"Jesús María, Lima",55 m² tot.,3 dorm.,"470,000.00","125,000.00"
Calle Rio Indo 161,"Portada Del Sol, La Molina",14 m² tot.,3 dorm.,"672,000.00","178,990.00"
Av Los Rosales,"Piura, Piura",850 m² tot.,6 dorm.,"830,500.00","270,000.00"
Loma de los Lirios al 100,"Prolongacion Benavides, Santiago de Surco",115 m² tot.,3 dorm.,"543,745.00","145,000.00"
CAVALLINI 310,"San Borja Norte, San Borja",302 m² tot.,4 dorm.,"2,394,000.00","630,000.00"
JIRÓN 10,"San Borja, Lima",103 m² tot.,3 dorm.,"580,000.00","155,000.00"
Condominio Oasis,"Paracas, Pisco",599 m² tot.,4 dorm.,"1,957,300.00","529,000.00"
Calle El Desierto 100,"La Planicie, La Molina",420 m² tot.,4 dorm.,"2,201,500.00","595,000.00"
Jatosisa Mz F Lt 18,"Pachacamac, Lima",1001 m² tot.,3 dorm.,"1,036,000.00","280,000.00"
Leon Barandiaran,"La Planicie, La Molina",1892 m² tot.,5 dorm.,"7,394,205.00","1,950,000.00"
Javier Heraud al 100,"San Miguel, Lima",45 m² tot.,2 dorm.,"195,000.00","52,000.00"
Jr. Puerto Pizarro al 100,"El Rosedal, Santiago de Surco",253 m² tot.,3 dorm.,"1,324,710.00","359,000.00"
Chacarilla,"Chacarilla Del Estanque, Santiago de Surco",266 m² tot.,4 dorm.,"2,030,000.00","550,000.00"
Calle Cabo Blanco,"El Sol De La Molina Et.1, La Molina",314 m² tot.,3 dorm.,"1,069,300.00","289,000.00"
LA Chalana al 500,"Las Lagunas, La Molina",250 m² tot.,3 dorm.,"1,944,600.00","520,000.00"
Av Pershing,"Pershing, Magdalena",104 m² tot.,3 dorm.,"615,000.00","165,000.00"
EL HERRAJE 210,"Rinconada, La Molina",814 m² tot.,4 dorm.,"3,515,400.00","945,000.00"
Penthouse Frente a Parque Cerrado | a 2 Cuadras del Pentagonito | a 2 Cuadras del CC Caminos del Inca,"Chacarilla Del Estanque, Santiago de Surco",280 m² tot.,5 dorm.,"1,665,000.00","450,000.00"
A la Espalda del Club Golf Los Incas a Pocos Minutos de la U.lima y Jockey Plaza,"Golf Los Incas, Santiago de Surco",65 m² tot.,2 dorm.,"585,900.00","155,000.00"
San Miguel,"San Miguel, San Miguel",54 m² tot.,2 dorm.,"373,849.00","97,433.00"
JIRON LAS LADERAS,"Santiago de Surco, Lima",230 m² tot.,4 dorm.,"1,258,000.00","340,000.00"
"Calle San Francisco 235, Grocio Prado, Provincia de Chincha y Departamento de Ica.","Chincha, Ica",1500 m² tot.,5 dorm.,"852,480.00","222,000.00"
Jirón El Cadiz 319,"Santiago de Surco, Lima",220 m² tot.,3 dorm.,"1,121,250.00","299,000.00"
AV Pardo Cdra 4,"Leuro, Miraflores",151 m² tot.,3 dorm.,"874,000.00","230,000.00"
Av. Primavera 1027,"Chacarilla Del Estanque, San Borja",103 m² tot.,3 dorm.,"580,000.00","155,000.00"
Grimaldo del Solar al 500,"Miraflores, Lima",152 m² tot.,3 dorm.,"999,000.00","270,000.00"
LAS DALIAS 384,"Valle Hermoso, Santiago de Surco",167 m² tot.,3 dorm.,"863,445.00","229,000.00"
Hermoso Depa 3d+2b Cochera Frente Parque,"La Castellana, Santiago de Surco",118 m² tot.,3 dorm.,"802,900.00","217,000.00"
CALLE IGNACIO MERINO,"Miraflores, Lima",130 m² tot.,2 dorm.,"1,424,500.00","385,000.00"
Parroquia San Diego,"San Diego, San Martín de Porres",104 m² tot.,4 dorm.,"400,000.00","105,000.00"
Calle Cantuarias 365 Miraflores,"Miraflores, Lima",89 m² tot.,3 dorm.,"581,250.00","155,000.00"
Rio Cenepa 118,"La Molina, Lima",127 m² tot.,4 dorm.,"592,000.00","160,000.00"
AV Brasil al 3000,"Lima, Lima",77 m² tot.,3 dorm.,"399,000.00","105,000.00"
Calle Las Fresias 300,"Camacho, La Molina",1040 m² tot.,5 dorm.,"3,626,000.00","980,000.00"
Mal. Costa Sur 356,"Chorrillos, Lima",129 m² tot.,3 dorm.,"1,280,200.00","346,000.00"
SANTA MARÍA DEL MAR,"Santa Maria Del Mar, Lima",136 m² tot.,3 dorm.,"985,000.00","270,000.00"
Jirón Von Philipp Von Leonard al 200,"San Borja, Lima",235 m² tot.,3 dorm.,"1,187,000.00","318,000.00"
Malecón Paul Harris 300,"Pazos, Barranco",320 m² tot.,4 dorm.,"2,312,500.00","625,000.00"
Avenida primavera 1030,"Santiago de Surco, Lima",124 m² tot.,4 dorm.,"675,000.00","180,000.00"
Av.la Molina al 3300,"Las Lagunas, La Molina",95 m² tot.,3 dorm.,"561,000.00","150,000.00"
El Golf,"San Isidro, Lima",322 m² tot.,3 dorm.,"2,800,000.00","790,000.00"
Av. 28 de Julio 464,"Miraflores, Lima",47 m² tot.,2 dorm.,"412,550.00","111,500.00"
Calle los Olmos 200,"La Molina, Lima",320 m² tot.,4 dorm.,"1,912,500.00","510,000.00"
JR CHIMUCAPAC #VIVE FRENTE AL PARQUE ENTREGA JULIO 2024,"Los Rosales, Santiago de Surco",193 m² tot.,2 dorm.,"1,322,400.00","348,000.00"
AV. Costanera Cuadra 28 SAN Miguel,"San Miguel, Lima",64 m² tot.,2 dorm.,"375,000.00","100,000.00"
Carlos Arrieta,"Barranco, Lima",129 m² tot.,3 dorm.,"1,323,000.00","350,000.00"
Jir. Los Amancaes,"Santiago de Surco, Lima",307 m² tot.,4 dorm.,"2,200,000.00","599,000.00"
Tangarara S/N,"La Capullana, Santiago de Surco",280 m² tot.,9 dorm.,"1,221,000.00","330,000.00"
Av. La Floresta 4,"Chacarilla Del Estanque, San Borja",700 m² tot.,2 dorm.,"6,660,000.00","1,800,000.00"
Av. Buenavista al 300,"Chacarilla, San Borja",173 m² tot.,3 dorm.,"1,200,000.00","320,000.00"
Av. Malecón Miramar,"Punta Hermosa, Lima",154 m² tot.,3 dorm.,"795,500.00","215,000.00"
"LOS Fresnos 320, SAN Isidro","San Isidro, Lima",130 m² tot.,3 dorm.,"895,200.00","240,000.00"
VAN GOGH 300,"San Borja, Lima",256 m² tot.,3 dorm.,"948,600.00","255,000.00"
CALLE DOS DE MAYO,"San Isidro, Lima",99 m² tot.,2 dorm.,"1,200,800.00","316,000.00"
"Jr. El Paraíso 137, Sol de la Molina 1ra Etapa","El Sol De La Molina Et.1, La Molina",300 m² tot.,5 dorm.,"1,961,000.00","530,000.00"
JIRON TAMBO REAL 451,"Huertos De San Antonio, Santiago de Surco",110 m² tot.,5 dorm.,"933,500.00","250,000.00"
av. el golf,"San Bartolo, Lima",360 m² tot.,5 dorm.,"962,000.00","260,000.00"
La Planicie,"La Planicie, La Molina",1380 m² tot.,5 dorm.,"5,732,000.00","1,500,000.00"
loma amarilla,"Santiago de Surco, Lima",266 m² tot.,4 dorm.,"980,000.00","265,000.00"
Av Sergio Bernales,"Barrio Medico, Surquillo",78 m² tot.,1 dorm.,"404,460.00","107,000.00"
Av. Víctor Fajardo Y Malecon Balta,"Miraflores, Lima",181 m² tot.,3 dorm.,"1,748,000.00","460,000.00"
Pasaje Pedro Solari,"Barranco, Lima",135 m² tot.,3 dorm.,"816,750.00","225,000.00"
Enrique Palacios,"Pueblo Libre, Lima",58 m² tot.,2 dorm.,"276,150.00","73,000.00"
urbanización Los Cedros de villa,"Chorrillos, Lima",150 m² tot.,3 dorm.,"406,800.00","110,000.00"
Urb. La Planicie - La Molina,"La Planicie, La Molina",729 m² tot.,4 dorm.,"3,534,000.00","950,000.00"
BERNARDO MONTEAGUDO,"Orrantia Del Mar, San Isidro",175 m² tot.,5 dorm.,"2,525,670.00","665,000.00"
A 1 Cuadra de Monte Umbroso y los Parques Bella Luz y César Vallejo,"Chacarilla Del Estanque, San Borja",150 m² tot.,3 dorm.,"875,000.00","230,000.00"
AVENIDA REYNALDO VIVANCO 340,"Santiago de Surco, Lima",283 m² tot.,3 dorm.,"1,512,400.00","398,000.00"
condominio las velas paracas,"Paracas, Pisco",107 m² tot.,3 dorm.,"469,500.00","125,000.00"
Las Viñas Listo Para Entrega Frente del Parque Francisco García Calderon,"Aurora, Miraflores",250 m² tot.,3 dorm.,"2,649,610.00","716,111.00"
calle 42,"San Isidro, Lima",152 m² tot.,3 dorm.,"1,064,000.00","280,000.00"
Pezet 9XX,"Golf, San Isidro",167 m² tot.,1 dorm.,"1,328,400.00","360,000.00"
Don Angelo,"Punta Hermosa, Lima",160 m² tot.,3 dorm.,"750,000.00","200,000.00"
JIRON FAUSTINO SANCHEZ CARRION 153,"San Felipe, Magdalena",56 m² tot.,2 dorm.,"399,150.00","112,000.00"
Calle Julian Arias Araguez al 400,"Miraflores, Lima",90 m² tot.,2 dorm.,"641,700.00","172,500.00"
Jr. Coronel Zegarra al 1115,"Jesús María, Lima",61 m² tot.,2 dorm.,"439,205.00","116,500.00"
Calle Dante (Con terraza y zona de parrilla),"Surquillo, Lima",145 m² tot.,5 dorm.,"573,750.00","153,000.00"
rinconada baja,"Rinconada Baja, La Molina",1281 m² tot.,4 dorm.,"4,773,000.00","1,290,000.00"
Los Nogales al 200,"San Isidro, Lima",128 m² tot.,2 dorm.,"889,080.00","239,000.00"
CALLE LAS FRAMBUESAS,"La Fontana, La Molina",364 m² tot.,3 dorm.,"2,294,000.00","620,000.00"
PASAJE JOSÉ EUSEBIO LLANO ZAPATA,"Santiago de Surco, Lima",183 m² tot.,3 dorm.,"1,030,000.00","280,000.00"
SAN BORJA,"Las Magnolias, San Borja",385 m² tot.,6 dorm.,"2,622,000.00","690,000.00"
"HERMANOS CATARI, SAN MIGUEL","San Miguel, Lima",126 m² tot.,3 dorm.,"818,700.00","219,500.00"
Calle Buenos Aires 500,"La Punta, Callao",332 m² tot.,3 dorm.,"872,299.00","233,000.00"
"Calle Punta Negra, San Isidro","San Isidro, Lima",621 m² tot.,3 dorm.,"2,253,094.00","600,000.00"
Comandante Odonovan,"Miraflores, Lima",136 m² tot.,3 dorm.,"916,545.00","245,000.00"
Jr. Estados Unidos N°135 Jesus Maria,"Jesús María, Lima",65 m² tot.,2 dorm.,"436,600.00","118,000.00"
URB Club Golf LOS Incas,"Santiago de Surco, Lima",1091 m² tot.,5 dorm.,"5,950,000.00","1,600,000.00"
"MALECÓN VISTA MARINA, CHORRILLOS","Chorrillos, Lima",122 m² tot.,3 dorm.,"1,254,000.00","330,000.00"
Av. Parque Armendariz 159,"Malecon Armendariz, Miraflores",230 m² tot.,3 dorm.,"3,329,000.00","899,000.00"
Valle Hermoso Jerónimo de Aliaga,"Monterrico, Santiago de Surco",177 m² tot.,3 dorm.,"962,000.00","259,000.00"
Mal. Costa Sur 356,"Chorrillos, Lima",146 m² tot.,3 dorm.,"1,628,000.00","440,000.00"
Malecon Cisneros 1320 Miraflores,"Miraflores, Lima",162 m² tot.,3 dorm.,"1,387,000.00","365,000.00"
Lince,"Lobaton, Lince",40 m² tot.,1 dorm.,"339,000.00","89,210.00"
jorge vanderghen 220,"Miraflores, Lima",190 m² tot.,3 dorm.,"2,067,000.00","550,000.00"
Navarra,"Higuereta, Santiago de Surco",108 m² tot.,3 dorm.,"810,000.00","215,000.00"
Jr. Albacete,"Santiago de Surco, Lima",622 m² tot.,5 dorm.,"1,929,550.00","521,500.00"
Calle Victor Alzamora 681 Surquillo,"Surquillo, Lima",65 m² tot.,2 dorm.,"368,000.00","98,000.00"
AURELIO FERNANDEZ CONCHA,"Miraflores, Lima",294 m² tot.,3 dorm.,"2,098,080.00","516,000.00"
Av del Sur al 300,"Chacarilla Del Estanque, Santiago de Surco",236 m² tot.,3 dorm.,"1,811,530.00","490,000.00"
CALLE ALFA CENTAURO HERMOSO DEPA EN PISO 2 CON TERRAZA Y BALCON 3 HAB 3 BAÑOS,"La Calera De Monterrico, Surquillo",113 m² tot.,3 dorm.,"712,500.00","190,000.00"
"Calle Las Cantutas 207 , Las Casuarinas Sur, Santiago de Surco","Las Casuarinas Sur, Santiago de Surco",870 m² tot.,5 dorm.,"4,462,500.00","1,190,000.00"
Republica de Panama 6240,"San Antonio, Miraflores",280 m² tot.,3 dorm.,"2,805,000.00","750,000.00"
